Species	C1	C2	C3	Y1	Y2	Y3
Candidatus_Minimicrobia_sp._QA0096	0	0	0	17	8	7
Enterobacter_asburiae	10	14	5	0	0	3
Kosakonia_sacchari	28	0	4	0	0	0
Lancefieldella_sp._Marseille-Q7238	7	4	4	13	4	0
Natronosporangium_hydrolyticum	17	10	3	0	2	0
Nitratidesulfovibrio_liaohensis	9	11	9	0	3	0
Pseudothauera_hydrothermalis	25	7	0	0	0	0
Selenomonas_sp._oral_taxon_126	11	8	11	0	2	0
[Clostridium]_colinum	1	14	4	6	2	5
Candidatus_Nanosynbacter_sp._TM7-008	6	0	0	13	4	8
Paenibacillus_macerans	4	14	7	0	1	5
Pseudogemmatithrix_spongiicola	11	13	6	0	1	0
Enterococcus_gilvus	0	21	0	1	0	8
Lachnoanaerobaculum_umeaense	3	0	1	5	12	9
Ramlibacter_sp._MMS24-I3-19	5	17	6	0	0	2
Rhizobium_leguminosarum	17	6	7	0	0	0
Stenotrophomonas_maltophilia	13	1	9	0	6	1
Streptomyces_avidinii	12	12	6	0	0	0
Treponema_brennaborense	11	9	7	0	2	1
Treponema_vincentii	2	6	1	0	1	20
Weissella_paramesenteroides	0	1	0	0	1	28
Wulfhauvirus_bangladeshii	0	0	0	30	0	0
Caloramator_sp._mosi_1	6	17	4	0	1	1
Chondromyces_crocatus	3	25	0	0	0	1
Geoalkalibacter_halelectricus	10	13	2	0	1	3
Klebsiella_grimontii	14	15	0	0	0	0
Selenomonas_dianae	5	4	9	5	4	2
Staphylococcus_aureus	1	21	2	3	2	0
Streptococcus_sp._KHUD_016	0	0	0	13	10	6
Yonseivirus_N137	0	29	0	0	0	0
Actinoplanes_teichomyceticus	1	0	27	0	0	0
Clostridium_baratii	0	10	0	3	8	7
Clostridium_culturomicium	5	15	1	0	4	3
Coprobacter_secundus	6	5	15	0	2	0
Gordonia_otitidis	0	13	15	0	0	0
Lactococcus_formosensis	0	0	0	0	0	28
Scardovia_wiggsiae	0	0	0	13	14	1
Selenomonas_sp.	10	12	1	3	1	1
Terrisporobacter_petrolearius	1	7	0	5	5	10
Bacillus_paralicheniformis	3	4	4	0	14	2
Bacteroides_sp._KFT8	1	1	2	0	20	3
Caproicibacterium_sp._BJN0003	0	5	11	3	2	6
Desulfovibrio_fairfieldensis	12	13	0	0	1	1
Klebsiella_huaxiensis	12	14	0	0	1	0
Kocuria_varians	8	0	0	18	0	1
Noviherbaspirillum_sp._ST_5-3	0	3	20	4	0	0
Pluralibacter_gergoviae	3	2	22	0	0	0
Streptococcus_equi	0	3	0	13	5	6
Tannerella_serpentiformis	8	6	7	0	6	0
Tannockella_kyphosi	0	6	1	1	16	3
Thermaerobacter_sp._PB12/4term	18	7	2	0	0	0
Alicyclobacillus_acidocaldarius	4	4	14	2	1	1
Arthrobacter_sp._ERGS1:01	12	9	5	0	0	0
Candidatus_Poriferisodalis_sp.	11	3	1	1	6	4
Gloeobacter_kilaueensis	2	2	22	0	0	0
Lactococcus_petauri	0	0	0	4	13	9
Maridesulfovibrio_sp.	2	11	5	1	2	5
Megamonas_hypermegale	6	11	2	0	4	3
Paenibacillus_sp._FSL_R7-0345	2	0	15	0	9	0
Paraclostridium_ghonii	0	0	0	4	12	10
Rubrivivax_sp._RP6-9	12	7	7	0	0	0
Streptococcus_parauberis	0	0	0	23	2	1
Treponema_saccharophilum	10	6	1	8	0	1
Acididesulfobacillus_acetoxydans	19	5	0	0	1	0
Candidatus_Desulfovibrio_trichonymphae	8	10	7	0	0	0
Caulobacter_sp._NIBR1757	0	11	14	0	0	0
Desulfovibrio_desulfuricans	4	9	9	0	2	1
Enterococcus_cecorum	0	0	0	6	11	8
Erysipelatoclostridium_sp._An173	0	3	0	2	20	0
Faecalibaculum_rodentium	10	3	3	1	1	7
Geothrix_oryzae	10	3	12	0	0	0
Jiangella_alkaliphila	12	6	1	3	2	1
Mogibacterium_pumilum	2	0	0	5	11	7
Neomoorella_humiferrea	3	0	20	0	2	0
Paenibacillus_mucilaginosus	8	3	14	0	0	0
Raoultella_ornithinolytica	6	17	2	0	0	0
Raoultella_planticola	6	13	0	0	0	6
Rubrobacter_xylanophilus	8	3	14	0	0	0
Streptosporangium_sp._'caverna'	2	8	15	0	0	0
Thermoanaerobacterium_xylanolyticum	0	21	0	2	2	0
Vanrija_pseudolonga	10	7	6	0	0	2
Acidaminococcus_timonensis	6	7	8	0	0	3
Aminipila_butyrica	10	1	1	3	6	3
Candidatus_Poriferisocius_sp.	10	7	7	0	0	0
Clostridium_bornimense	0	21	0	1	0	2
Corynebacterium_auris	4	14	6	0	0	0
Corynebacterium_variabile	2	5	1	4	0	12
Delftia_sp._HK171	10	9	5	0	0	0
Desulfitobacterium_hafniense	17	2	3	0	0	2
Enterobacter_cancerogenus	0	4	19	0	1	0
Kiritimatiella_glycovorans	4	9	9	0	2	0
Paenibacillus_lycopersici	10	10	3	1	0	0
Paenibacillus_sp._FSL_K6-1096	0	4	6	0	9	5
Pelobacter_propionicus	7	12	2	0	3	0
Rhodovastum_atsumiense	12	11	1	0	0	0
Streptococcus_canis	0	0	0	5	7	12
Streptomyces_fradiae	17	3	3	0	0	1
Taranisvirus_taranis	0	7	17	0	0	0
Urbifossiella_limnaea	3	9	10	0	2	0
Caloramator_sp._Dgby_cultured_2	5	2	7	0	8	1
Clostridium_sp._HCS.1	0	3	0	0	12	8
Enterococcus_saigonensis	11	0	2	2	6	2
Haematobacter_massiliensis	18	0	5	0	0	0
Halorientalis_sp._IM1011	7	8	8	0	0	0
Hymenobacter_canadensis	0	1	19	0	3	0
Microlunatus_sagamiharensis	2	1	19	1	0	0
Mycobacterium_sp._ITM-2016-00318	5	9	8	0	1	0
Opitutus_sp._GAS368	1	2	11	0	0	9
Paenibacillus_sp._RUD330	7	13	3	0	0	0
Pikeienuella_piscinae	9	2	11	0	0	1
Pseudodesulfovibrio_thermohalotolerans	21	0	2	0	0	0
Roseomonas_haemaphysalidis	9	3	10	0	0	1
Streptomyces_sp._BI20	9	1	1	0	0	12
Tumebacillus_avium	7	5	3	4	4	0
Turicibacter_sanguinis	0	2	6	4	0	11
uncultured_Ilyobacter_sp.	0	3	0	6	10	4
Actinomyces_sp._432	13	3	1	1	2	2
Allobaculum_mucilyticum	5	2	7	0	4	4
Anoxybacterium_hadale	3	1	2	1	10	5
Brucepastera_parasyntrophica	1	4	11	0	2	4
Caproicibacter_sp._BJN0012	11	6	2	2	1	0
Clostridium_beijerinckii	0	0	0	5	10	7
Croceicoccus_marinus	1	17	4	0	0	0
Desulfuromonas_versatilis	4	3	14	1	0	0
Flavivirga_eckloniae	0	0	0	10	0	12
Gluconacetobacter_diazotrophicus	1	5	16	0	0	0
Jonquetella_anthropi	10	1	9	1	0	1
Kluyvera_sichuanensis	0	1	5	0	5	11
Oceanidesulfovibrio_marinus	2	13	4	0	1	2
Peptoclostridium_acidaminophilum	3	1	17	0	1	0
Prevotella_denticola	10	5	5	2	0	0
Pseudonocardia_sp._DSM_110487	8	3	11	0	0	0
Rhodococcus_sp._SGAir0479	0	1	19	1	0	1
Sphingobium_baderi	3	13	6	0	0	0
Streptomyces_sp._Pv4-95	6	5	10	0	1	0
Streptomyces_sp._Tu_2975	9	2	10	0	0	1
Streptomyces_venezuelae	14	1	1	0	2	4
Actomonas_aquatica	10	5	5	0	0	1
Bacillus_thuringiensis	10	1	6	0	2	2
Bacteroides_sedimenti	0	14	3	0	0	4
Collinsella_sp._zg1085	3	0	1	8	7	2
Deinococcus_altitudinis	18	3	0	0	0	0
Desulfosudis_oleivorans	1	3	17	0	0	0
Heliorestis_convoluta	3	9	7	0	2	0
Keratinibaculum_paraultunense	0	21	0	0	0	0
Mycobacterium_gordonae	0	0	21	0	0	0
Paludibacterium_paludis	4	13	4	0	0	0
Sinanaerobacter_sp._ZZT-01	0	1	4	0	11	5
Sporofaciens_musculi	0	0	0	0	13	8
Streptococcus_pseudopneumoniae	0	0	0	12	6	3
Stutzerimonas_chloritidismutans	0	0	21	0	0	0
Thermanaerovibrio_acidaminovorans	5	14	2	0	0	0
Acidocella_sp._MX-AZ03	3	2	15	0	0	0
Aedoeadaptatus_ivorii	2	3	11	0	2	2
Aeromonas_sp._ASNIH1	20	0	0	0	0	0
Anaerococcus_obesiensis	0	0	0	12	0	8
Blautia_massiliensis_(ex_Durand_et_al._2017)	0	0	0	1	19	0
Candidatus_Leptofilum_sp.	0	0	14	0	4	2
Candidatus_Promineifilum_breve	3	13	4	0	0	0
Cetobacterium_somerae	0	7	0	10	2	1
Cupriavidus_necator	17	3	0	0	0	0
Cytobacillus_firmus	7	5	2	1	4	1
Deinococcus_soli_(ex_Cha_et_al._2016)	4	5	11	0	0	0
Desulfomicrobium_baculatum	18	1	1	0	0	0
Herbaspirillum_robiniae	16	2	2	0	0	0
Hydrogenophaga_crassostreae	18	0	1	1	0	0
Maioricimonas_rarisocia	1	7	12	0	0	0
Marinibacterium_sp._SX1	11	0	9	0	0	0
Mesorhizobium_sp._AaZ16	3	3	12	1	0	1
Mycobacteroides_abscessus	9	10	1	0	0	0
Nitratidesulfovibrio_vulgaris	5	12	2	0	1	0
Paracoccus_sp._SJTW-4	1	18	0	0	1	0
Pigmentiphaga_sp._CHJ604	10	6	0	2	0	2
Rhizophagus_irregularis	0	6	0	2	6	6
Roseibium_sp.	5	10	2	3	0	0
Shigella_sonnei	6	1	8	0	0	5
Spirochaeta_thermophila	9	7	4	0	0	0
Sporosarcina_ureae	1	0	0	9	4	6
Staphylospora_marina	5	6	7	2	0	0
Streptococcus_sp._1643	0	0	0	15	2	3
Tepidiforma_bonchosmolovskayae	0	4	15	0	0	1
Veillonella_parvula	0	0	0	14	1	5
Achromobacter_deleyi	2	3	0	5	4	5
Acidaminococcus_fermentans	15	0	2	0	1	1
Altererythrobacter_sp._H2	9	10	0	0	0	0
Amygdalobacter_nucleatus	2	5	3	0	3	6
Bacteroides_graminisolvens	2	9	0	0	1	7
Bordetella_hinzii	15	1	3	0	0	0
Breoghania_sp._L-A4	3	8	7	0	0	1
Candidatus_Sarcina_troglodytae	0	8	0	0	0	11
Cellulomonas_fimi	0	4	11	3	0	1
Citrobacter_braakii	4	3	11	0	0	1
Citrobacter_werkmanii	2	1	14	0	0	2
Crassaminicella_profunda	0	0	0	16	1	2
Desulfoferula_mesophila	1	2	16	0	0	0
Euzebya_pacifica	8	8	3	0	0	0
Gordonia_pseudamarae	14	3	0	1	1	0
Heliomicrobium_modesticaldum	3	6	8	1	0	1
Hymenobacter_sp._BRD128	1	10	8	0	0	0
Kosakonia_radicincitans	4	9	6	0	0	0
Lactococcus_sp.	0	0	0	0	3	16
Leucobacter_sp._CX169	6	11	2	0	0	0
Lughvirus_lugh	1	0	0	0	18	0
Luteitalea_sp._TBR-22	1	3	13	2	0	0
Moorella_sp._Hama-1	14	2	2	0	1	0
Muribaculum_intestinale	6	8	4	0	1	0
Nitratireductor_kimnyeongensis	0	0	19	0	0	0
Parabacteroides_sp._CT06	2	12	0	0	2	3
Paroceanicella_profunda	13	5	1	0	0	0
Prevotella_multiformis	0	13	2	0	2	2
Pseudomyxococcus_hansupus	1	11	7	0	0	0
Streptococcus_equinus	0	1	0	10	5	3
Sulfuricaulis_limicola	0	5	14	0	0	0
Tautonia_plasticadhaerens	16	0	1	2	0	0
Variovorax_sp._HW608	15	1	3	0	0	0
uncultured_Bacteroides_sp.	1	8	4	0	4	2
Acetivibrio_thermocellus	1	7	2	4	3	1
Acinetobacter_corruptisaponis	0	0	0	0	18	0
Aliiroseovarius_sp._M344	17	0	0	0	1	0
Aminipila_luticellarii	2	2	2	0	11	1
Aminobacter_sp._UC22_36	1	3	13	0	1	0
Aminomonas_paucivorans	2	14	2	0	0	0
Anaerococcus_vaginalis	0	0	0	6	5	7
Candidatus_Nanosynbacter_lyticus	1	0	5	2	4	6
Clostridium_sp._MB05	2	12	0	0	2	2
Clostridium_thermosuccinogenes	2	1	8	1	5	1
Corynebacterium_doosanense	2	4	12	0	0	0
Deinococcus_sp.	3	11	1	2	0	1
Fusobacterium_varium	0	6	0	12	0	0
Halapricum_salinum	1	13	4	0	0	0
Humisphaera_borealis	10	3	4	0	0	1
Jatrophihabitans_cynanchi	12	6	0	0	0	0
Kosakonia_cowanii	1	14	2	1	0	0
Lactobacillus_delbrueckii	10	1	0	5	1	1
Leisingera_thetidis	1	0	15	0	0	2
Luteimonas_fraxinea	0	0	18	0	0	0
Mariniplasma_anaerobium	0	12	0	0	3	3
Nocardioides_sp._QY071	0	0	18	0	0	0
Paracidovorax_avenae	12	2	2	0	0	2
Propionibacterium_freudenreichii	10	2	3	0	3	0
Pseudarthrobacter_chlorophenolicus	0	3	0	15	0	0
Pseudoprevotella_muciniphila	0	14	4	0	0	0
Roseivivax_sp._THAF30	1	0	15	0	0	2
Rothia_dentocariosa	0	0	0	12	4	2
Salidesulfovibrio_onnuriiensis	12	3	3	0	0	0
Shinella_zoogloeoides	2	8	7	1	0	0
Solidesulfovibrio_carbinoliphilus	1	15	2	0	0	0
Streptomyces_alfalfae	2	3	1	11	1	0
Streptomyces_sp._NBC_00588	1	10	7	0	0	0
Streptomyces_sp._RTd22	0	0	18	0	0	0
Vagococcus_teuberi	1	0	0	0	0	17
Variovorax_paradoxus	9	2	2	0	5	0
Xylanimonas_allomyrinae	6	2	9	1	0	0
Acetivibrio_clariflavus	0	1	6	1	5	4
Agromyces_sp._MMS24-K17	3	1	13	0	0	0
Amycolatopsis_sp._NBC_00345	1	0	16	0	0	0
Ancylobacter_polymorphus	0	1	16	0	0	0
Baekduia_soli	4	6	6	0	0	1
Blautia_sp._KLE_1732_HM_1032	0	0	0	2	15	0
Burkholderia_sp._NLJ2	0	1	16	0	0	0
Cellulomonas_sp._NTE-D12	15	1	0	0	1	0
Comamonas_terrigena	9	1	7	0	0	0
Curtobacterium_aetherium	4	5	6	0	2	0
Enterococcus_casseliflavus	0	1	0	6	7	3
Fusobacterium_sp._SB021	0	1	0	11	5	0
Glaciihabitans_sp._INWT7	0	0	17	0	0	0
Haliovirga_abyssi	0	12	0	3	2	0
Hyphomicrobium_denitrificans	5	6	1	3	0	2
Klebsiella_electrica	10	7	0	0	0	0
Methanobrevibacter_intestini	3	9	0	0	5	0
Mycobacterium_sp._PDNC021	0	1	15	0	1	0
Nakamurella_sp._A5-74	2	7	8	0	0	0
Neobacillus_novalis	1	15	0	1	0	0
Nocardioides_sp._cx-173	11	0	4	2	0	0
Oleidesulfovibrio_alaskensis	7	8	2	0	0	0
Ottowia_testudinis	11	0	6	0	0	0
Paenibacillus_lentus	6	6	4	0	1	0
Paracoccus_sp._S3-43	0	0	15	0	1	1
Phyllobacterium_zundukense	0	8	4	0	5	0
Prevotella_corporis	0	2	3	0	11	1
Proteus_mirabilis	1	11	2	3	0	0
Rhodococcus_qingshengii	9	7	0	0	1	0
Scardovia_inopinata	0	1	0	0	16	0
Selenomonas_timonae	5	9	2	0	0	1
Sphingomonas_flavalba	4	7	6	0	0	0
Streptomyces_finlayi	3	0	14	0	0	0
Streptomyces_sp._NBC_01497	3	7	6	0	1	0
Sulfuritortus_calidifontis	1	1	13	0	2	0
Sutterella_faecalis	16	1	0	0	0	0
Terrirubrum_flagellatum	14	1	0	1	0	1
Thermoclostridium_stercorarium	2	7	5	0	1	2
Yonseivirus_seifer	0	17	0	0	0	0
Actinomadura_luteofluorescens	4	2	10	0	0	0
Actinomyces_capricornis	3	1	0	1	8	3
Actinoplanes_derwentensis	12	3	1	0	0	0
Algiphilus_sp.	0	0	16	0	0	0
Aminipila_terrae	1	0	4	1	9	1
Azospirillum_argentinense	0	13	3	0	0	0
Bifidobacterium_asteroides	4	0	2	4	0	6
Brachybacterium_sp._Z12	0	4	12	0	0	0
Buchnera_aphidicola	1	6	0	5	4	0
Caenispirillum_salinarum	9	3	3	0	0	1
Cellulomonas_sp._ES6	0	1	11	4	0	0
Chelatococcus_daeguensis	14	2	0	0	0	0
Clostridium_cellulovorans	0	0	0	4	12	0
Clostridium_felsineum	0	2	0	9	2	3
Clostridium_sp._LQ25	1	0	0	9	5	1
Desulfovibrio_mangrovi	7	1	6	0	1	1
Enterobacter_sp._R4-368	15	0	1	0	0	0
Fibrobacter_succinogenes	2	0	12	1	1	0
Fulvitalea_axinellae	2	0	14	0	0	0
Fusibacter_sp._JL216-2	0	0	0	5	5	6
Kerstersia_gyiorum	13	0	3	0	0	0
Kluyvera_intermedia	5	1	10	0	0	0
Listeria_monocytogenes	1	0	0	2	7	6
Massilia_sp._WG5	13	2	1	0	0	0
Metallumcola_ferriviriculae	1	5	7	0	3	0
Microbacterium_albipurpureum	0	0	16	0	0	0
Muricoccus_radiodurans	11	2	1	2	0	0
Mycoplasmopsis_bovirhinis	0	16	0	0	0	0
Oengusvirus_oengus	1	2	7	0	0	6
Paenibacillus_borealis	2	8	3	0	2	1
Paenibacillus_ihbetae	3	8	0	1	1	3
Paenibacillus_konkukensis	9	6	0	0	1	0
Penicillium_digitatum	6	5	5	0	0	0
Phenylobacterium_sp._NIBR_498073	0	1	15	0	0	0
Prevotella_sp._E9-3	0	8	6	0	0	2
Pseudazoarcus_pumilus	14	2	0	0	0	0
Rhodopseudomonas_palustris	0	1	9	0	6	0
Ruminiclostridium_papyrosolvens	3	4	1	0	8	0
Sneathia_vaginalis	0	0	0	0	0	16
Streptococcus_alactolyticus	2	0	5	1	3	5
Streptococcus_lutetiensis	0	0	0	4	6	6
Streptococcus_pyogenes	0	0	0	10	2	4
Streptomyces_anulatus	10	2	1	3	0	0
Streptomyces_noursei	3	3	7	0	2	1
Streptomyces_sp._CdTB01	5	2	2	7	0	0
Streptosporangium_roseum	12	1	2	0	0	1
Termitidicoccus_mucosus	2	10	4	0	0	0
Terrisporobacter_glycolicus	0	0	0	6	2	8
Terrisporobacter_vanillatitrophus	2	2	0	0	2	10
Thalassobaculum_sp.	5	4	7	0	0	0
Acidobacterium_capsulatum	0	5	8	0	1	1
Akkermansia_sp._AE01SA01	9	0	0	0	0	6
Alicycliphilus_denitrificans	10	2	3	0	0	0
Alsobacter_sp._KACC_23698	5	6	4	0	0	0
Ancylobacter_sp._WKF20	14	1	0	0	0	0
Aquincola_tertiaricarbonis	5	4	0	0	2	4
Aquisphaera_giovannonii	9	1	5	0	0	0
Aspergillus_fumigatus	0	1	12	0	0	2
Azotobacter_vinelandii	15	0	0	0	0	0
Bacillus_cereus	0	5	0	0	5	5
Breznakiella_homolactica	0	13	2	0	0	0
Catellatospora_sp._IY07-71	8	2	5	0	0	0
Caulobacter_henricii	4	11	0	0	0	0
Chakrabartyella_piscis	0	5	2	1	5	2
Chryseobacterium_sp._6424	10	2	0	0	0	3
Clostridium_butyricum	0	4	0	1	7	3
Clostridium_estertheticum	0	0	0	6	8	1
Cohnella_sp._WGS1546	6	4	0	3	2	0
Coprobacter_fastidiosus	0	10	1	2	1	1
Corynebacterium_freneyi	0	0	15	0	0	0
Corynebacterium_silvaticum	0	5	0	10	0	0
Cryptobacterium_curtum	2	3	1	3	6	0
Cystobacter_fuscus	2	4	9	0	0	0
Desulfarculus_baarsii	5	2	4	0	0	4
Desulfocurvibacter_africanus	8	5	1	0	1	0
Desulfovibrio_aminophilus	3	2	10	0	0	0
Ekhidna_sp.	0	3	1	4	2	5
Enterobacter_kobei	3	7	3	0	0	2
Erythrobacter_sp._JK5	1	1	12	1	0	0
Fastidiosipila_sanguinis	0	12	1	0	2	0
Halotalea_alkalilenta	15	0	0	0	0	0
Hyphobacterium_sp.	2	2	11	0	0	0
Koleobacter_methoxysyntrophicus	5	0	0	0	0	10
Lacticaseibacillus_paracasei	0	1	1	0	13	0
Lautropia_mirabilis	8	4	2	0	1	0
Leuconostoc_pseudomesenteroides	0	0	0	0	5	10
Marinicauda_algicola	2	13	0	0	0	0
Methylovirgula_sp._HY1	3	5	7	0	0	0
Microbacterium_marinum	12	3	0	0	0	0
Microbacterium_sp._10M-3C3	5	10	0	0	0	0
Muribaculum_gordoncarteri	1	5	5	0	0	4
Oceanithermus_profundus	0	2	13	0	0	0
Oceanobacillus_jeddahense	0	3	11	0	1	0
Oligella_ureolytica	0	15	0	0	0	0
Paenibacillus_physcomitrellae	1	11	0	0	3	0
Paenibacillus_sp._SI8	0	3	0	0	3	9
Paracoccus_zhejiangensis	0	5	7	0	1	2
Pimelobacter_simplex	2	6	1	0	1	5
Prevotella_sp._E13-17	4	3	8	0	0	0
Rouxiella_sp._WC2420	0	0	15	0	0	0
Schleiferilactobacillus_harbinensis	5	6	3	0	1	0
Spiribacter_curvatus	7	1	0	0	3	4
Stappia_sp.	2	8	2	0	1	2
Streptomyces_sp._Z423-1	0	0	15	0	0	0
Sulfuricystis_thermophila	12	1	2	0	0	0
Tessaracoccus_defluvii	0	2	8	0	5	0
Thermomonas_brevis	10	5	0	0	0	0
Treponema_bryantii	0	1	0	3	8	3
Vallitalea_pronyensis	0	0	0	5	9	1
uncultured_Pleomorphomonas_sp.	6	8	1	0	0	0
Akkermansia_sp._N21116	2	0	11	0	1	0
Anaerococcus_mediterraneensis	1	9	2	0	1	1
Anaerotignum_sp._MB30-C6	5	4	5	0	0	0
Bacillus_salacetis	2	6	6	0	0	0
Bacteroides_sp._CG01	0	4	6	0	1	3
Bifidobacterium_eulemuris	0	0	0	0	1	13
Brevibacterium_sp._BRM-1	0	0	0	10	1	3
Brevundimonas_naejangsanensis	8	4	2	0	0	0
Brevundimonas_vitisensis	12	2	0	0	0	0
Candida_albicans	0	0	0	0	11	3
Chthonomonas_calidirosea	0	14	0	0	0	0
Citrobacter_sp._Colony322	0	0	14	0	0	0
Clostridium_isatidis	0	10	0	0	1	3
Clostridium_taeniosporum	0	9	0	0	5	0
Cohnella_sp._LGH	2	2	0	0	8	2
Comamonas_fluminis	7	0	7	0	0	0
Comamonas_sp._Y33R10-2	2	4	8	0	0	0
Conexibacter_sp._S30A1	0	0	14	0	0	0
Corynebacterium_propinquum	1	1	0	1	2	9
Duncaniella_dubosii	0	10	3	0	1	0
Egibacter_rhizosphaerae	4	0	5	0	0	5
Enterobacter_bugandensis	2	7	4	0	0	1
Fusarium_oxysporum	1	6	2	2	2	1
Gemmata_sp._SH-PL17	5	5	4	0	0	0
Gordonia_hydrophobica	2	1	10	0	1	0
Gordonia_malaquae	9	2	3	0	0	0
Halomonas_piscis	10	2	0	0	0	2
Herbinix_luporum	2	0	0	0	10	2
Klebsiella_sp._I138	6	7	1	0	0	0
Komagataeibacter_xylinus	4	4	6	0	0	0
Lactobacillus_gasseri	0	0	0	9	5	0
Lactobacillus_iners	0	0	0	8	3	3
Leucobacter_allii	2	4	8	0	0	0
Ligilactobacillus_murinus	3	11	0	0	0	0
Mesobacillus_jeotgali	1	1	3	4	0	5
Mesorhizobium_koreense	2	3	9	0	0	0
Mesorhizobium_sp.	4	4	5	0	1	0
Methylocystis_rosea	6	2	6	0	0	0
Micromonospora_globbae	3	6	4	0	0	1
Nocardioides_sp._HDW12B	13	1	0	0	0	0
Nocardioides_sp._S-1144	0	4	7	0	2	1
Ornithobacterium_rhinotracheale	0	7	3	0	3	1
Paenibacillus_spongiae	1	0	13	0	0	0
Paramuribaculum_intestinale	3	2	5	1	0	3
Pelodictyon_luteolum	4	5	0	0	3	2
Phycisphaera_mikurensis	9	2	2	0	0	1
Pochonia_chlamydosporia	0	1	11	1	0	1
Pseudodesulfovibrio_aespoeensis	9	4	1	0	0	0
Schaalia_sp._19OD2882	1	4	1	6	2	0
Sphaerobacter_thermophilus	5	1	8	0	0	0
Streptacidiphilus_sp._P02-A3a	2	7	5	0	0	0
Streptomyces_prunicolor	6	8	0	0	0	0
Streptomyces_zaomyceticus	1	1	12	0	0	0
Terriglobus_sp.	11	3	0	0	0	0
Thermaerobacter_marianensis	3	1	10	0	0	0
Treponema_medium	0	0	7	0	0	7
Tritonibacter_mobilis	5	6	3	0	0	0
Tsukamurella_tyrosinosolvens	3	8	2	0	1	0
Ureibacillus_thermophilus	0	10	0	0	0	4
Veillonella_dispar	0	0	0	13	1	0
Veillonella_rogosae	0	0	0	12	0	2
Yokenella_regensburgei	3	1	9	0	0	1
Achromobacter_denitrificans	0	12	1	0	0	0
Actinomarinicola_tropica	6	1	4	0	2	0
Aggregatibacter_actinomycetemcomitans	12	0	1	0	0	0
Antarcticirhabdus_aurantiaca	8	4	1	0	0	0
Aquihabitans_sp._G128	0	0	13	0	0	0
Arcticibacter_sp._MXS-1	0	0	0	0	5	8
Bdellovibrio_bacteriovorus	0	0	0	2	1	10
Bifidobacterium_saguini	1	0	7	2	2	1
Brevibacillus_centrosporus	4	2	5	0	0	2
Buchananella_felis	4	7	0	0	2	0
Candidatus_Minimicrobia_vallesae	0	0	0	7	5	1
Cedecea_neteri	5	4	4	0	0	0
Citrifermentans_bemidjiense	1	9	2	0	1	0
Citrobacter_koseri	2	7	3	0	0	1
Clostridium_pasteurianum	0	2	0	6	4	1
Clostridium_sp._OS1-26	1	11	0	1	0	0
Clostridium_tetani	0	7	0	3	1	2
Comamonas_testosteroni	4	0	8	0	0	1
Cupriavidus_pauculus	2	2	4	0	3	2
Desulfurispirillum_indicum	2	9	0	0	2	0
Dickeya_dadantii	11	2	0	0	0	0
Dyella_kyungheensis	3	7	1	0	2	0
Exiguobacterium_profundum	0	6	6	0	1	0
Geochorda_subterranea	9	1	3	0	0	0
Halodesulfovibrio_aestuarii	2	3	0	0	2	6
Hyphomicrobium_nitrativorans	4	6	3	0	0	0
Kocuria_sp._KD4	11	0	0	0	0	2
Leminorella_grimontii	1	1	11	0	0	0
Luteitalea_pratensis	3	3	7	0	0	0
Micromonospora_terminaliae	13	0	0	0	0	0
Mycolicibacterium_parafortuitum	2	1	10	0	0	0
Nonomuraea_sp._NBC_01738	9	2	1	0	1	0
Oryzomicrobium_terrae	10	1	1	0	0	1
Paraburkholderia_kururiensis	8	1	4	0	0	0
Pectinatus_haikarae	0	0	13	0	0	0
Petrimonas_mucosa	7	4	1	1	0	0
Phoenicibacter_congonensis	3	0	0	0	8	2
Pigmentiphaga_aceris	2	2	9	0	0	0
Pistricoccus_aurantiacus	1	7	5	0	0	0
Polyangium_aurulentum	5	7	0	1	0	0
Priestia_filamentosa	0	8	0	2	1	2
Pseudocitrobacter_corydidari	8	2	3	0	0	0
Pseudomonas_chlororaphis	10	0	0	3	0	0
Pseudooceanicola_nitratireducens	1	4	8	0	0	0
Rhodobacter_xanthinilyticus	0	0	13	0	0	0
Rhodococcus_sacchari	12	1	0	0	0	0
Rhodothermus_marinus	2	4	4	2	1	0
Roseateles_depolymerans	4	4	5	0	0	0
Salinarimonas_sp.	3	6	4	0	0	0
Selenomonas_sp._TAMA-11512	5	1	2	0	2	3
Sinorhizobium_americanum	4	2	2	1	0	4
Sphingobium_sp._SYK-6	0	0	13	0	0	0
Sphingomonas_sp._AP4-R1	4	4	2	0	0	3
Streptococcus_didelphis	0	0	0	4	2	7
Streptococcus_dysgalactiae	6	0	1	3	2	1
Streptomyces_sp._QH1-20	0	0	13	0	0	0
Tessaracoccus_palaemonis	7	2	4	0	0	0
Thiopseudomonas_alkaliphila	1	12	0	0	0	0
Tistrella_mobilis	10	1	2	0	0	0
Treponema_peruense	0	0	0	1	7	5
Tundrisphaera_lichenicola	8	2	2	1	0	0
Variovorax_sp._RKNM96	2	0	11	0	0	0
uncultured_Acetobacteroides_sp.	10	1	2	0	0	0
Achromobacter_marplatensis	8	3	0	0	1	0
Acidaminococcus_intestini	2	3	2	0	0	5
Acidiferrobacter_thiooxydans	8	3	1	0	0	0
Actinomadura_nitritigenes	2	3	3	1	3	0
Aeromonas_dhakensis	1	6	5	0	0	0
Agrobacterium_vitis	2	1	4	1	3	1
Aromatoleum_aromaticum	1	2	7	0	0	2
