# Pathway	A17	B22	EA48	EB01	EB02	EB13	EB17	G01	M01	P01	P22	YA04	YA23	YB31	YB43	YB54	YB56	Z16
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0.000107913	8.5907e-05	5.07539e-05	8.52127e-05	1.66958e-05	3.70075e-05	3.85073e-05	9.90512e-05	0.000106161	0.000124179	0.000102482	4.42634e-07	7.96768e-06	3.28e-06	0	2.84477e-05	1.24157e-05	1.92628e-05
PWY0-1261: anhydromuropeptides recycling I	0.000174896	0.000192348	0.0001116	0.000135478	4.00064e-05	3.82889e-05	7.40185e-05	0.000161887	0.000212072	0.000200867	0.000274244	0	5.03464e-05	3.79616e-05	2.00988e-05	5.29288e-05	8.01012e-05	0
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0.000154005	0.000144603	4.73578e-05	7.03725e-05	0	3.25106e-06	4.37659e-05	0.000240639	0.000258	0.000183165	0.000176137	0	4.36559e-06	5.19061e-06	0	1.89553e-05	2.52725e-05	1.03402e-06
PWY0-1296: purine ribonucleosides degradation	0.000350108	0.000317591	0.000358851	0.000336801	0.000410106	0.000422665	0.00036924	0.000319754	0.000395262	0.000298169	0.000375473	0.00064123	0.000641372	0.000635369	0.000680564	0.000512266	0.000498354	0.000602961
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	0.000264188	0.0002572	0.000157231	0.000228389	6.76796e-05	9.11978e-05	9.75746e-05	0.000250143	0.000334849	0.00028164	0.000329589	4.57398e-05	0.00022208	0.00015191	6.05135e-05	0.000124628	9.31052e-05	2.37862e-05
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	0.000233122	0.000234095	0.000131178	0.000194721	1.4701e-05	8.31889e-05	0.000117539	0.000214347	0.00028111	0.000286642	0.00030713	1.75253e-05	2.38338e-05	3.60741e-05	6.6052e-06	6.82734e-05	6.46438e-05	1.75471e-05
PWY0-1319: CDP-diacylglycerol biosynthesis II	0.000418453	0.000291493	0.000339408	0.000301387	0.000465553	0.00041085	0.000352516	0.000357559	0.000511647	0.000287711	0.000334158	0.00058149	0.000563414	0.00055482	0.000532526	0.000445596	0.000487244	0.000470419
PWY0-1337: oleate &beta;-oxidation	3.35594e-05	3.30295e-05	4.22236e-05	9.62948e-05	0	2.21137e-05	1.43473e-05	5.89392e-05	5.70894e-05	8.5524e-05	5.46632e-05	0	3.82926e-06	1.51561e-06	0	2.71406e-05	1.28629e-05	0
PWY0-1338: polymyxin resistance	9.68993e-05	8.46571e-05	2.57915e-05	8.29089e-05	0	1.91728e-05	1.88245e-05	0.000104748	0.000109298	0.000108604	8.98905e-05	0	4.36407e-06	7.12788e-07	2.98768e-07	2.89698e-05	1.49699e-05	2.9649e-07
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	0.00017698	0.000139256	5.46135e-05	7.82994e-05	0	6.8249e-06	6.06422e-05	0.000222307	0.000249884	0.00027397	0.000216864	0	1.91159e-05	7.2473e-06	0	1.33123e-05	3.02798e-05	1.55177e-06
PWY0-1477: ethanolamine utilization	0.000401417	0.000332978	0.000202707	0.000198025	3.42682e-05	2.11021e-05	0.000215884	0.000591068	0.000643737	0.000507764	0.000479127	5.58553e-06	3.26038e-05	5.96387e-05	4.09995e-06	3.9302e-05	9.11333e-05	4.17298e-05
PWY0-1479: tRNA processing	0.000249583	0.000262747	0.00015011	0.000169926	8.83074e-05	8.19378e-05	0.000166146	0.000247336	0.000311109	0.000308665	0.000299225	9.1691e-05	4.56697e-05	0.00010778	4.12872e-05	9.00098e-05	0.000129707	2.37517e-05
PWY0-1533: methylphosphonate degradation I	4.69655e-05	7.73253e-06	5.0777e-06	1.43852e-06	0	7.36691e-07	0	5.61574e-06	6.40496e-07	5.16455e-05	1.64409e-05	0	0	5.42661e-07	0	1.87533e-06	2.90265e-06	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0.00090216	0.00078709	0.000449298	0.000462442	0.000403302	0.00031587	0.000440787	0.00112325	0.00118131	0.000937145	0.000852414	0.000248176	0.000225073	0.000197732	0.000401532	0.000437685	0.000343604	0.000400924
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	0.000191053	0.000216164	0.000168908	0.000151603	5.97591e-05	0.000114211	0.000130698	0.000205868	0.000273645	0.000228899	0.000221201	0.000182172	0.000129816	0.000120916	0.000134296	0.000138282	0.000119925	1.99966e-05
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0.000145611	0.000172298	9.35067e-05	0.000135215	2.77325e-06	4.65607e-05	9.05513e-05	0.000202725	0.000236916	0.000221978	0.000208907	2.16591e-06	1.35901e-05	2.40673e-05	0	3.87513e-05	6.33428e-05	2.75032e-06
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)	0.00022904	0.000174202	9.13925e-05	8.98924e-05	1.49637e-06	3.07837e-05	6.5386e-05	0.000371094	0.000354965	0.000209871	0.000219084	5.17917e-07	1.21043e-05	6.24134e-06	0	8.12215e-05	4.2175e-05	4.74973e-06
PWY0-321: phenylacetate degradation I (aerobic)	0	1.7638e-05	2.00221e-06	7.16791e-06	0	0	0	2.96321e-05	4.39953e-05	0	1.59718e-05	0	0	0	0	0	2.40381e-06	0
PWY0-41: allantoin degradation IV (anaerobic)	3.19325e-05	2.73079e-05	4.74976e-06	2.38375e-06	0	0	0	2.44537e-05	2.70287e-05	2.71923e-05	3.75845e-05	0	2.46084e-07	4.49014e-07	0	3.02868e-06	4.65868e-06	0
PWY0-42: 2-methylcitrate cycle I	0.000150472	0.000127456	2.33696e-05	1.85031e-05	0	1.50616e-06	9.25102e-06	0.000185888	0.00020055	0.000131993	0.000177357	0	3.29328e-06	2.63495e-06	0	7.71077e-06	2.08952e-05	8.90984e-07
PWY0-461: L-lysine degradation I	6.0812e-05	3.30348e-05	6.77681e-06	2.85936e-06	2.12161e-07	0	0	9.37775e-05	9.3406e-05	0.000119266	1.98263e-05	0	2.49702e-06	0	0	2.46522e-06	3.64444e-06	0
PWY0-781: aspartate superpathway	0.000228064	0.00018203	0.000138844	0.000177379	8.66076e-06	5.38048e-05	0.000139579	0.000135461	0.000251251	0.000244003	0.000234696	3.45659e-05	5.11251e-05	2.6003e-05	1.49784e-05	0.000118058	0.000113299	1.10647e-05
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.000228508	0.000182623	0.000104483	0.000112195	2.36711e-05	4.94797e-05	0.000106361	0.000170868	0.000238194	0.000219274	0.000209127	1.00494e-05	3.23198e-05	2.63863e-05	3.22887e-06	4.24014e-05	4.60249e-05	1.94174e-06
PWY0-862: (5Z)-dodecenoate biosynthesis I	0.000294796	0.000219121	0.000223533	0.000246777	1.18027e-05	0.000111556	0.000200519	0.000228376	0.000291368	0.000343807	0.000264869	4.40005e-05	4.52773e-05	3.30994e-05	4.04852e-05	6.92556e-05	5.07744e-05	1.22036e-05
PWY1G-0: mycothiol biosynthesis	0	0	0	0	2.4639e-06	1.72479e-06	0	0	0	0	0	0	5.91012e-06	0	0	2.98116e-06	0	0
PWY1ZNC-1: assimilatory sulfate reduction IV	0.000142375	0.000138644	9.80294e-05	9.81667e-05	2.7169e-05	3.57906e-05	0.00010295	0.000173415	0.000236459	0.000194774	0.000168732	0.000121792	1.33611e-05	3.62362e-05	1.04427e-05	3.98865e-05	7.70815e-05	1.27719e-06
PWY3O-4107: NAD salvage pathway V (PNC V cycle)	0.000129042	0.000108987	6.10717e-05	9.42354e-05	1.65142e-06	2.51495e-05	3.91505e-05	3.6228e-05	0.000127866	0.00011345	0.000123928	4.93902e-05	0.000129781	6.87631e-05	1.21808e-05	4.58052e-05	6.26559e-05	3.4716e-06
PWY490-3: nitrate reduction VI (assimilatory)	0	0	1.07334e-06	3.30853e-06	9.60937e-07	3.9129e-06	4.26539e-06	0	0	0	0	0	0	0	0	0	0	3.17423e-06
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	0.000345994	0.000255977	0.000173408	0.000227024	0.000173773	0.000181681	0.000224104	0.00032237	0.000420004	0.00027153	0.000277638	8.17433e-05	0.00019488	0.000118488	9.54185e-05	0.000183696	0.000224097	3.1276e-05
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	0.000345994	0.000255977	0.000173408	0.000227024	0.000173773	0.000181681	0.000224104	0.00032237	0.000420004	0.00027153	0.000277638	8.17395e-05	0.000194861	0.000118487	9.54185e-05	0.000183696	0.000224097	3.1276e-05
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	0.000225634	0.000211682	0.000103113	9.14478e-05	1.69246e-05	2.55229e-05	7.79019e-05	0.000300125	0.000331866	0.000300479	0.000232087	6.35198e-06	2.17593e-05	3.35956e-05	5.09073e-06	4.58305e-05	7.42849e-05	1.8818e-05
PWY5F9-12: biphenyl degradation	0	0	0	2.35451e-06	0	0	5.5566e-07	0	0	0	2.09049e-06	0	0	0	0	0	0	0
PWY66-367: ketogenesis	0	0	4.44815e-06	0	5.57583e-07	6.65115e-07	0	6.97765e-07	0	0	0	7.59971e-07	4.49004e-06	1.38251e-06	0	1.65868e-06	0	1.32961e-06
PWY66-388: ceramide degradation by &alpha;-oxidation	8.1195e-06	4.75093e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-389: phytol degradation	7.9499e-05	3.55935e-05	4.69431e-05	7.65263e-05	5.29715e-07	1.94614e-05	5.43835e-05	7.80736e-05	0.000148073	2.15392e-05	0.000135634	0	1.63293e-05	5.69842e-06	0	1.27058e-05	1.83111e-05	4.34128e-06
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)	1.12572e-06	1.21394e-06	1.30676e-05	2.21662e-06	4.0999e-06	3.06596e-06	0	0	1.93198e-06	7.57316e-06	0	7.98572e-06	0	0	0	0	1.51871e-05	1.43946e-05
PWY66-399: gluconeogenesis III	4.30323e-05	9.07648e-05	0.000103023	3.42893e-05	4.14524e-05	2.71844e-05	4.95367e-05	1.37512e-05	6.15738e-05	8.0953e-05	9.41285e-05	3.30788e-05	6.58741e-05	7.21715e-05	2.79096e-06	4.52136e-05	2.49421e-05	1.61001e-05
PWY66-409: superpathway of purine nucleotide salvage	0.000188795	0.000211858	0.000179501	0.000218016	0.000122381	0.000162876	0.000161399	0.00021459	0.00028604	0.000210754	0.0002377	9.35234e-05	0.000240385	0.000211965	2.93533e-05	0.000183006	0.000141755	5.30476e-05
PWY66-429: fatty acid biosynthesis initiation (mitochondria)	0.000337295	0.000251783	0.000341187	0.000339038	0.000371809	0.000394779	0.000382866	0.000237606	0.00033519	0.000443923	0.000307567	0.000519854	0.000537357	0.000500538	0.000485015	0.00045305	0.00050313	0.000201711
PWY66-430: myristate biosynthesis (mitochondria)	0.000117146	2.25806e-05	2.6608e-05	7.19426e-06	3.33704e-06	0	5.14588e-05	8.37347e-05	3.2222e-05	2.36048e-05	0.00015358	0	0	2.71996e-05	0	2.46315e-06	8.71678e-06	0
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)	0.000139187	0.000123354	7.16946e-05	0.00010324	2.29958e-06	3.16363e-05	4.7506e-05	4.70363e-05	0.000145888	0.000124238	0.000137866	5.41462e-05	0.000140803	8.02808e-05	1.40715e-05	5.19116e-05	7.04795e-05	4.62367e-06
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	0.000235537	0.00021624	0.000211594	0.000207688	0.000264738	0.00026906	0.000234026	0.000222425	0.000271328	0.000209359	0.00021091	0.000418432	0.000277953	0.000368189	0.000364799	0.000311814	0.000284419	0.000257243
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	0.000201614	0.000154062	8.93757e-05	9.59835e-05	1.8334e-05	3.99453e-05	9.50685e-05	0.000136277	0.000209772	0.000249855	0.000204449	4.8284e-06	1.61157e-05	1.51321e-05	2.21483e-06	3.47191e-05	3.19081e-05	2.63486e-06
REDCITCYC: TCA cycle VI (Helicobacter)	7.43456e-05	3.21941e-05	4.8767e-05	8.92766e-05	2.65925e-06	2.48331e-05	2.66056e-05	7.19634e-05	5.75312e-05	8.76802e-05	9.70157e-05	2.2822e-06	1.29466e-05	1.19124e-05	0	8.17758e-06	1.26614e-05	2.81543e-06
RHAMCAT-PWY: L-rhamnose degradation I	0.000104445	0.000210863	0.000162901	0.000189153	0.000244964	0.000144219	0.000243978	0.000191127	0.000248337	0.00027594	0.000208221	6.2783e-05	0.000136102	7.62279e-05	5.32996e-05	0.000112209	8.48117e-05	0.000178947
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	0.000156155	0.000166814	0.000263699	0.00026134	0.000383207	0.000238891	0.000242647	0.000103279	0.000179073	0.000175048	0.000187326	0.000372855	0.000337836	0.000383542	0.000406793	0.000305726	0.000345551	0.000486127
RUMP-PWY: formaldehyde oxidation I	7.03692e-06	3.50365e-07	1.98337e-05	8.91069e-06	6.85404e-06	0	1.04736e-06	0	0	4.04761e-07	0	4.7704e-06	5.30144e-06	1.46372e-05	1.0782e-05	1.12406e-05	3.3438e-06	0
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	0.00042313	0.00039417	0.000122718	9.62139e-05	7.34179e-05	6.37852e-05	4.83287e-05	0.000541568	0.000683882	0.000443337	0.000558847	0.000126081	7.7542e-05	6.09201e-05	2.00489e-05	0.00011678	0.000142482	5.09632e-05
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	0.000290998	0.000280497	0.000222214	0.00028739	0.000170238	0.000195016	0.000253481	0.000282465	0.000317639	0.000336865	0.000280364	0.000465876	0.000391596	0.000453785	0.000396229	0.000355353	0.000379623	0.000282038
SO4ASSIM-PWY: assimilatory sulfate reduction I	0.000305411	0.000267721	0.000163494	0.000155722	2.24362e-05	7.51231e-05	0.000149407	0.000281315	0.000379211	0.000394976	0.000372395	2.22091e-05	2.35289e-05	5.10631e-05	1.95413e-06	0.000110121	0.000129407	5.54805e-06
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	0.000302713	0.000237904	0.000192475	0.000209487	4.39944e-05	0.000116591	0.000200449	0.000285782	0.000366378	0.000323731	0.000319277	4.71675e-05	4.97545e-05	0.000102044	4.3731e-06	0.000182744	0.000210617	1.19825e-05
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	0.000235041	0.000209137	0.000100607	0.000112536	2.83705e-06	3.5748e-05	0.000107042	0.000246561	0.000244711	0.00022205	0.000245993	1.04553e-06	1.22014e-05	1.25137e-05	0	5.17848e-05	5.69495e-05	4.17364e-06
TCA: TCA cycle I (prokaryotic)	0.000228599	0.000202571	0.000118625	0.000129051	6.79214e-06	7.50432e-05	0.000129343	0.00023104	0.000222879	0.000205202	0.000232416	6.19699e-06	2.9302e-05	1.7353e-05	0	6.389e-05	6.27937e-05	5.76084e-06
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	7.20838e-05	5.29621e-05	0.000129818	0.000158578	0.000204413	0.000231266	0.000173683	4.42441e-06	4.9243e-05	3.00173e-05	5.43666e-05	0.000230061	0.000342425	0.000326526	0.000365607	0.0003004	0.000189801	0.000372223
THREOCAT-PWY: superpathway of L-threonine metabolism	1.16653e-06	5.52038e-05	3.9115e-05	9.73907e-05	0	1.26162e-06	5.2784e-05	1.46922e-05	5.86949e-05	2.2045e-05	9.05715e-05	0	2.32628e-06	1.79295e-06	0	1.4634e-05	2.22423e-05	1.81791e-06
THRESYN-PWY: superpathway of L-threonine biosynthesis	0.000341252	0.000289421	0.000254254	0.000316713	0.000260922	0.000332639	0.000324462	0.000297995	0.000391407	0.000409484	0.000372308	0.000414469	0.00042076	0.000450987	0.0003968	0.000374406	0.000379209	0.00027001
TRNA-CHARGING-PWY: tRNA charging	0.000359591	0.000356573	0.000416237	0.00036145	0.000538921	0.000442731	0.000388488	0.000303647	0.000418342	0.000402555	0.000409403	0.000502105	0.00054141	0.00052808	0.000483131	0.000491683	0.000483757	0.000547855
TYRFUMCAT-PWY: L-tyrosine degradation I	8.91977e-07	0	0	3.33049e-06	0	0	0	0	0	0	6.06011e-06	0	0	0	0	0	0	0
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (early decarboxylation)	3.74153e-05	1.08381e-05	5.46345e-06	1.91254e-06	0	0	0	1.63792e-05	0	2.89515e-05	1.28892e-05	0	0	0	0	3.44232e-06	2.79044e-06	0
UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	1.30634e-06	9.78059e-07	0	1.38386e-06	0	0	0
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	0.000278295	0.000336705	0.000260213	0.000250315	0.000206861	0.000203067	0.000193208	0.000390234	0.000492813	0.000364051	0.00037572	0.000238908	0.00025571	0.000291547	0.000179862	0.000268552	0.00023907	0.000273095
URDEGR-PWY: superpathway of allantoin degradation in plants	1.83419e-05	1.04805e-05	2.39848e-06	1.26865e-06	0	0	0	6.29798e-06	0	1.92393e-05	7.10067e-06	0	2.02052e-07	3.61287e-07	0	1.7086e-06	1.292e-06	0
URSIN-PWY: ureide biosynthesis	0	1.38522e-06	7.62697e-06	6.36225e-06	0	0	2.52362e-05	0	0	4.25996e-06	2.7645e-06	0	1.52598e-06	0	0	1.79483e-06	1.16972e-06	0
VALSYN-PWY: L-valine biosynthesis	0.000514715	0.000430476	0.00044724	0.000426333	0.000637653	0.000526786	0.000464496	0.000381882	0.000524398	0.000568014	0.00049865	0.000622043	0.000673957	0.000553398	0.000692154	0.000565847	0.000613419	0.000621011
