Genus	C2	C3	C4	C5	C6	E1	E2	E3	E4	E5	E6	H1	H2	H3	H4	H5	H6
Leptotrichia	237	507	587	300	97	2056	23	72	387	20	676	948	686	729	904	1013	907
Acidovorax	479	530	687	934	327	112	149	115	725	218	74	1173	1526	828	633	427	997
Caulobacter	802	594	357	1278	207	624	51	217	1049	42	79	656	1201	1071	596	397	656
Arabiibacter	136	129	109	354	143	24	14	28	332	18	240	759	2022	685	350	3980	515
Berryella	314	131	92	448	137	31	6	34	342	81	94	672	1864	810	402	3733	581
Peptoniphilus	328	449	206	485	55	275	10	125	1301	17	134	611	1297	1516	798	1249	849
Prunus	205	388	324	313	217	148	4	58	463	22	226	512	762	1088	3380	606	929
Faecalibaculum	114	769	190	324	46	63	24	46	1482	24	46	1077	905	1858	827	968	871
Alicyclobacillus	466	472	316	815	189	161	54	109	360	19	45	894	1469	1625	897	725	1009
Peribacillus	157	484	341	378	59	505	8	138	860	36	145	2067	784	1201	927	733	789
Methylobacterium	601	328	222	1367	241	101	75	93	742	155	68	919	1784	1048	571	346	915
Achromobacter	507	499	419	981	447	94	152	107	1298	400	64	839	1336	902	547	335	621
Acetobacterium	224	341	301	520	95	356	37	119	531	47	185	1045	900	1288	1266	1388	885
Priestia	194	486	335	359	156	384	14	117	1428	44	141	816	956	1063	1036	1144	846
Proteiniclasticum	354	417	219	704	152	1135	13	97	686	19	44	739	1856	1342	469	561	653
Azospirillum	480	516	426	1045	282	57	78	101	1365	92	50	873	1495	920	578	345	737
Delftia	59	76	113	105	24	5	441	24	5142	2098	66	102	254	325	166	139	267
Vallitalea	250	583	336	324	46	204	0	336	176	12	109	955	676	1276	1356	1635	1016
Listeria	286	533	338	489	73	452	24	89	548	54	167	936	1053	1201	734	1313	911
Devosia	696	686	527	824	335	182	50	113	484	45	48	1028	1343	810	740	492	768
Parafannyhessea	358	221	174	771	94	96	11	67	462	216	23	901	1656	674	558	1497	1366
Ricinus	295	872	568	626	88	262	10	104	245	42	466	942	847	865	1046	936	911
Butyricicoccus	401	221	40	36	25	579	41	95	7	4	46	822	700	791	2336	248	2710
Cohnella	153	339	309	339	89	161	26	72	1453	39	63	1114	1323	1235	872	675	813
Brevundimonas	824	567	328	892	419	36	48	114	1298	197	41	829	1106	566	782	408	614
Nymphaea	594	498	399	633	317	390	20	58	435	26	407	763	949	1014	1086	836	639
Rosa	280	458	342	545	124	228	22	92	502	41	170	951	1177	790	993	1000	1298
Vagococcus	173	802	220	279	62	432	14	65	1061	14	175	867	655	1046	767	1414	911
Geobacter	575	523	428	835	255	65	33	118	1012	43	64	712	1166	1299	652	638	528
Cedecea	155	87	124	340	138	358	418	4567	425	521	371	232	321	221	243	202	200
Sinorhizobium	905	621	327	868	389	59	38	111	1020	58	25	878	1024	978	553	366	685
Cloacibacillus	91	357	508	1788	106	4	39	90	225	43	261	824	1677	1662	386	449	379
Thermaerobacter	456	452	248	555	235	66	65	109	1500	31	59	978	1664	810	534	419	614
Ananas	471	671	304	584	205	206	5	457	397	97	401	851	826	754	895	772	862
Murdochiella	69	168	156	174	78	59	4	37	70	11	44	3990	724	890	653	1232	383
Virgibacillus	158	435	388	322	97	365	24	33	561	143	150	874	656	1115	952	1281	1074
Lelliottia	96	42	116	277	42	394	428	4362	355	638	580	225	197	179	245	161	288
Slackia	415	363	241	541	188	19	8	74	738	56	58	572	1339	846	355	2311	445
Brevibacterium	573	361	226	848	291	45	31	103	475	93	42	923	1612	780	700	548	853
Microbulbifer	485	609	273	630	261	58	63	102	1152	21	36	738	1336	1198	469	498	505
Pseudoalteromonas	176	300	330	638	65	332	222	167	658	93	91	733	877	866	1053	852	878
Duodenibacillus	592	1413	1034	703	1084	25	1	77	654	233	152	561	671	91	190	62	786
Granulicatella	198	467	413	87	106	218	11	52	453	118	92	1142	441	1413	633	1316	1075
Theobroma	196	475	465	399	77	244	15	263	594	29	303	916	1222	760	779	658	784
Caloramator	221	504	182	313	72	172	4	66	131	6	167	988	692	1370	1058	1224	968
Pandoraea	789	604	592	834	310	12	92	51	1298	73	42	758	806	463	513	321	530
Pectobacterium	216	310	355	527	106	152	175	2929	575	87	96	549	585	377	307	379	339
Sporosarcina	304	477	385	410	87	211	22	124	616	29	128	1236	747	986	560	982	749
Marinobacter	392	371	457	688	189	248	39	88	270	58	23	597	1083	1290	891	519	752
Gordonia	306	202	173	699	141	77	26	89	1603	78	30	836	1257	871	363	433	761
Novosphingobium	495	601	214	582	220	104	49	75	1255	72	27	695	1115	937	449	290	662
Sorghum	189	398	427	470	138	259	8	51	1057	13	348	698	885	757	630	680	697
Myroides	297	441	575	1310	1936	88	5	123	93	224	249	533	457	574	253	326	198
Desulfosporosinus	232	354	217	464	92	445	16	87	615	40	126	895	769	914	1011	818	569
Crassaminicella	143	604	250	254	50	248	9	47	531	16	473	808	623	952	778	1038	837
Tripterygium	233	518	335	526	55	367	23	108	291	52	150	666	635	861	928	1176	681
Sulfitobacter	612	426	424	645	347	229	24	105	446	22	36	537	841	945	699	413	787
Echinicola	108	628	934	1147	180	126	3	113	223	26	165	975	731	788	280	312	762
Microvirgula	87	357	60	116	39	0	6095	39	30	6	10	106	174	66	97	23	81
Mesobacillus	172	336	238	363	62	411	8	96	390	29	150	625	576	1279	650	897	983
Thermophilibacter	67	149	125	654	45	32	10	29	240	34	13	494	1362	604	339	1137	1913
Polynucleobacter	358	479	352	458	96	108	14	157	209	20	224	598	1187	911	489	846	740
Cucurbita	202	559	151	281	66	77	3	43	193	24	166	908	613	1006	746	1549	651
Actinoplanes	281	363	228	697	121	37	58	84	729	66	58	786	1592	716	462	375	583
Malus	129	441	359	269	849	158	4	34	588	38	220	623	904	707	547	833	527
Herbaspirillum	299	218	338	621	179	140	133	69	1332	374	42	479	1042	737	433	296	473
Candidatus_Sulfidibacterium	42	316	618	670	54	36	0	34	38	6	480	588	1104	2168	218	310	466
Punica	272	286	297	399	189	138	7	60	234	8	208	640	894	1084	544	1189	611
Rhodamnia	435	466	272	506	78	183	8	51	203	14	262	706	625	533	1121	950	632
Kaistella	163	615	804	837	114	236	47	100	921	21	42	621	420	862	360	495	377
Petroclostridium	133	459	196	448	34	236	18	78	620	21	79	611	808	950	1041	699	596
Photobacterium	449	324	452	369	109	216	31	528	308	31	94	697	813	577	762	639	625
Desulforamulus	219	163	111	241	115	258	40	72	1994	36	67	399	665	672	502	966	445
Oceanobacillus	187	367	305	277	137	476	3	114	643	16	151	552	454	1267	601	609	779
Legionella	375	338	397	471	105	153	13	120	909	20	147	788	704	597	592	562	643
Stutzerimonas	657	551	366	925	342	29	69	91	398	42	43	707	775	548	602	226	422
Mageeibacillus	77	95	139	217	13	65	30	14	79	11	13	1058	1838	316	711	1264	685
Hydrogenophaga	507	468	320	883	273	78	44	70	338	61	38	580	985	665	333	323	627
Alkaliphilus	222	430	116	519	196	166	1	48	715	49	203	543	732	460	864	782	510
Aurodevirus	0	1	0	2	0	0	3	1	0	0	0	0	5732	806	0	0	0
Erysipelothrix	81	730	194	267	28	248	19	54	303	15	880	929	525	494	395	517	840
Anaeropeptidivorans	138	303	277	357	63	308	59	117	34	34	90	655	498	1251	939	876	500
Mahlunavirus	0	1	0	0	29	0	0	5697	0	0	0	13	1	1	0	679	2
Spiroplasma	121	529	194	209	132	111	9	51	305	2	236	739	934	1002	484	726	639
Xiamenia	93	92	53	251	86	16	3	32	81	18	81	403	1162	535	312	2731	415
Metabacillus	133	340	182	377	56	225	2	49	459	34	159	440	537	1307	551	863	582
Cytobacillus	207	335	237	448	84	209	8	57	696	29	111	627	612	605	660	769	592
Helicobacter	295	447	250	391	195	150	6	86	490	17	237	673	487	676	598	704	534
Brachybacterium	247	247	307	584	100	67	43	29	1072	122	20	656	961	556	478	248	493
Gardnerella	61	69	45	36	29	21	9	4697	108	39	7	122	107	349	116	305	98
Dickeya	649	465	271	536	179	46	103	543	493	66	27	363	819	824	256	188	341
Brachyspira	133	712	198	141	50	133	8	47	31	14	194	698	658	804	558	1167	583
Mycoplasmopsis	146	443	186	290	74	342	3	81	118	21	253	470	1004	562	395	1027	706
Mycoplasma	129	553	187	261	89	160	3	34	419	12	323	619	956	708	578	602	453
Erythrobacter	640	1045	340	707	320	13	12	96	408	28	17	401	770	545	309	156	262
Moorella	413	159	155	361	111	47	14	77	1103	28	36	517	1026	647	496	403	468
Actinomadura	178	255	122	748	83	27	33	49	338	56	33	699	1019	938	478	396	606
Pseudoclostridium	249	455	169	467	118	148	17	60	175	14	79	420	528	1368	549	753	458
Elizabethkingia	127	399	431	788	83	196	0	68	138	29	89	651	1013	672	383	367	591
Pseudonocardia	350	193	346	657	98	19	35	51	582	125	36	712	1163	528	397	249	463
Fictibacillus	155	122	159	179	46	239	3	87	926	27	78	523	414	853	629	997	564
Macrococcus	131	236	355	333	73	148	8	89	263	43	93	538	412	603	572	605	1496
Intestinibaculum	231	168	184	144	30	299	11	81	123	30	92	653	688	672	998	549	1023
Bosea	238	129	160	515	89	114	43	65	1565	49	35	434	883	552	400	271	395
Winogradskyella	49	223	441	631	78	69	10	53	1067	27	88	648	712	570	375	439	367
Sphingopyxis	195	195	227	437	68	204	45	74	288	67	33	539	1490	943	282	277	456
Arachidicoccus	87	573	583	1139	115	45	5	73	218	7	108	514	669	667	232	276	461
Glycine	133	293	180	354	97	211	12	25	267	22	239	942	522	618	288	994	520
Muricauda	143	513	432	986	132	119	4	73	485	5	102	504	691	758	261	105	386
Anoxybacillus	304	403	178	346	134	90	7	74	255	24	47	492	756	983	463	512	607
Halobacillus	153	385	230	277	66	240	12	68	124	25	55	551	861	586	766	743	505
Erwinia	207	294	174	351	67	120	115	181	712	44	88	521	533	727	585	503	411
Paludibacter	253	658	865	1101	183	90	1	126	123	5	12	615	321	590	153	234	302
Blattabacterium	134	431	326	469	85	138	4	70	645	9	161	589	439	454	560	833	274
Agromyces	403	363	170	487	200	18	14	50	561	89	17	769	808	515	492	196	430
Yokenella	44	24	91	112	35	273	282	2909	314	492	147	72	434	30	100	96	122
Providencia	238	225	170	201	65	164	1606	164	211	63	67	344	264	311	351	769	349
Nostoc	181	200	366	257	36	163	16	63	822	33	198	499	397	319	415	862	717
Finegoldia	129	270	118	133	43	1397	1	122	506	13	94	419	317	365	801	489	299
Roseomonas	259	263	164	537	106	35	28	48	586	49	46	602	1100	522	452	270	436
Endlipuvirus	391	0	4960	0	0	0	6	2	0	4	0	48	0	1	8	21	53
Proteus	116	255	176	1345	122	281	506	371	355	109	122	310	242	398	145	358	280
Junduvirus	0	0	0	2613	0	0	0	1604	0	4	0	3	1176	0	34	0	49
Desulfomicrobium	145	259	235	762	186	12	134	123	106	126	44	681	1187	624	290	110	453
Niallia	113	370	207	231	49	156	3	51	147	33	90	497	333	817	790	978	610
Yersinia	85	237	249	425	64	205	190	645	120	165	120	667	437	375	567	391	528
Bartonella	78	214	107	204	40	218	16	67	1857	28	51	410	347	476	599	283	407
Propionibacterium	187	143	295	462	99	17	35	30	543	148	35	488	946	399	321	904	312
Desulfosarcina	273	156	201	674	119	60	39	100	404	53	76	601	937	565	225	507	364
Aneurinibacillus	40	144	296	316	30	43	0	50	1052	19	69	320	374	1111	510	362	575
Algoriphagus	36	679	395	343	121	172	2	178	42	0	682	473	698	706	139	287	342
Sulfurimonas	111	216	199	579	28	230	4	67	267	11	395	619	431	633	442	710	351
Solidesulfovibrio	184	101	219	600	138	11	160	95	164	86	65	772	1346	523	233	97	480
Komagataeibacter	211	226	150	430	111	403	31	73	230	17	39	781	1052	456	370	371	300
Denitrobacterium	121	121	54	170	53	25	5	41	45	5	24	425	973	529	316	1866	476
Neorhizobium	336	276	128	326	150	177	28	54	1227	18	27	364	773	469	275	205	399
Geobacillus	142	305	259	423	85	79	27	37	1190	8	39	497	732	396	401	242	346
Pluralibacter	116	75	96	230	95	303	341	1714	308	372	415	213	232	209	179	142	163
Christiangramia	145	342	526	758	83	97	6	61	101	6	172	668	429	444	387	370	526
Saccharopolyspora	435	104	188	740	233	13	28	60	578	40	20	371	828	441	364	225	426
Methylomonas	184	107	207	332	51	69	15	41	385	21	71	482	485	1571	211	449	402
Chromobacterium	296	176	193	490	66	19	329	46	551	32	33	408	769	523	447	164	533
Brachypodium	179	229	113	284	159	127	6	45	319	31	85	534	546	938	406	380	678
Leucobacter	133	143	203	365	61	26	11	29	493	71	37	495	816	762	298	527	559
Metakosakonia	0	0	0	0	0	1	1	4999	1	3	1	0	0	0	4	1	1
Fulvivirga	131	321	575	439	79	124	1	28	205	6	44	528	710	787	253	430	342
Rhodoferax	216	216	244	397	89	161	36	83	226	67	49	516	830	454	354	629	432
Arachnia	117	51	110	101	69	529	36	6	1453	516	12	672	254	333	150	330	229
Anaeromyxobacter	344	282	128	381	143	1	31	41	206	18	17	640	787	499	429	457	554
Sphaerochaeta	76	168	223	412	50	238	28	76	319	30	23	551	846	643	596	245	430
Draconibacterium	117	347	825	940	145	51	0	55	218	4	33	467	482	463	201	239	354
Geomonas	110	243	220	536	84	41	23	41	655	37	22	437	701	819	242	308	396
Trueperella	145	175	189	386	363	170	31	57	249	146	22	356	881	589	269	565	319
Thermoclostridium	79	176	171	199	47	128	4	67	721	15	28	446	592	637	671	668	223
Caballeronia	392	441	200	434	255	8	33	55	255	125	21	405	538	818	222	252	393
Exiguobacterium	176	222	350	238	50	128	11	86	259	17	68	558	444	673	431	506	587
Cetobacterium	20	133	79	33	17	716	1	18	6	6	2653	115	104	423	129	170	149
Trichomonas	162	227	106	158	43	66	2	30	275	17	92	513	725	498	481	853	521
Fusarium	277	378	358	448	92	107	10	40	426	28	51	351	464	625	352	285	427
Desulfuromonas	177	178	127	386	106	283	16	42	537	18	12	553	822	688	338	159	270
Maribacter	62	343	509	488	95	115	10	76	588	9	26	550	548	608	151	288	239
Candidatus_Formimonas	232	202	266	380	94	168	44	54	212	32	64	476	820	600	408	278	346
Ornithobacterium	225	397	519	483	173	105	21	160	61	15	70	783	612	491	97	194	234
Nocardiopsis	495	506	198	394	316	80	24	46	367	37	19	274	544	685	153	195	304
Fragaria	110	205	187	214	61	1100	3	74	164	26	93	374	416	347	231	569	451
Jejubacter	66	87	120	201	51	359	409	1787	306	383	212	144	92	51	88	142	110
Arcobacter	86	377	157	133	102	226	2	46	191	7	425	336	458	679	531	434	410
Carboxydocella	216	340	218	348	134	110	4	36	458	32	36	272	300	1210	190	370	310
Kitasatospora	144	138	133	369	51	18	29	34	987	142	52	456	746	348	375	184	369
Aliarcobacter	156	392	133	221	361	89	13	28	108	7	244	391	502	401	569	479	473
Aspergillus	81	250	232	178	17	123	6	24	112	20	45	1072	515	561	253	552	503
Tenacibaculum	304	417	330	627	50	47	0	35	237	5	178	579	327	472	342	375	216
Tessaracoccus	364	126	135	375	93	25	27	26	165	66	22	540	916	520	363	262	516
Alteromonas	158	105	342	299	58	90	5	48	166	286	41	399	585	547	308	556	525
Leuconostoc	55	124	63	110	38	44	5	35	209	6	63	605	1254	158	226	394	1114
Nonlabens	232	558	330	290	195	22	1	54	140	7	80	260	523	879	306	222	368
Mammaliicoccus	120	499	118	137	45	109	10	48	71	23	209	748	449	399	203	866	396
Serpentinicella	56	212	45	145	15	105	57	28	12	2	53	288	171	2381	317	359	204
Anaerococcus	107	293	165	114	24	164	2	54	434	15	136	447	383	511	454	862	276
Pauljensenia	188	84	208	194	41	384	32	26	834	970	54	637	121	95	102	217	252
Gimesia	296	400	319	316	175	65	11	62	286	17	31	404	560	477	339	304	315
Flammeovirga	291	427	222	507	147	95	3	47	35	43	45	342	529	528	213	579	285
Cellulophaga	122	249	283	394	162	58	6	55	234	2	520	266	541	540	356	225	321
Aeromicrobium	239	134	115	672	58	34	17	23	374	45	24	468	839	423	324	243	289
Pseudoxanthomonas	503	220	326	419	187	9	38	51	259	39	60	467	511	419	331	198	284
Rubrobacter	187	174	126	300	45	10	14	35	364	26	11	419	854	757	230	269	497
Methanosarcina	89	106	88	185	26	125	1	21	264	7	80	1667	245	524	280	340	244
Methylocystis	317	246	382	347	157	20	20	54	600	21	18	310	614	468	240	167	302
Potentilla	125	315	212	125	68	156	2	44	134	17	151	369	533	325	488	634	579
Lactiplantibacillus	92	191	85	1425	51	88	5	33	214	12	53	311	330	515	361	331	175
Pseudoduganella	214	343	305	643	67	85	39	46	89	22	19	421	638	284	388	216	436
Rahnella	44	233	241	170	28	183	56	1112	341	37	31	297	310	345	285	272	261
Marinomonas	257	155	160	291	125	153	9	69	125	21	24	300	339	569	479	871	286
Tumebacillus	417	325	156	530	250	44	14	58	317	9	49	281	584	335	316	191	346
Pasteurella	964	387	292	115	5	232	20	47	348	26	93	219	168	186	381	314	421
Parageobacillus	140	229	128	331	47	56	24	50	97	14	38	512	443	617	386	715	387
Endozoicomonas	307	377	163	377	137	89	8	72	224	16	26	390	333	453	551	376	308
Companilactobacillus	113	300	93	162	17	56	7	25	218	5	102	531	441	418	827	554	326
Peptoclostridium	111	75	151	173	29	102	41	42	107	8	51	339	363	1079	122	970	432
Sorangium	162	204	138	403	70	7	31	34	793	23	55	344	845	377	192	128	388
Shinella	271	354	315	269	152	14	13	28	284	27	11	296	539	743	211	242	390
Setaria	146	309	126	154	43	36	3	18	133	51	35	361	623	711	546	438	412
Thauera	241	300	200	383	201	29	59	44	503	13	33	395	643	329	267	126	377
Nonomuraea	278	104	132	361	35	19	26	32	249	56	39	422	702	764	203	234	473
Oleidesulfovibrio	128	69	184	625	202	7	91	102	65	60	58	500	592	791	172	94	380
Buchnera	107	405	74	169	33	58	20	92	191	20	125	1126	421	382	238	420	236
Filifactor	161	217	104	157	20	338	12	57	1286	24	37	231	211	304	414	276	246
Rhodopseudomonas	212	158	298	446	64	24	62	42	166	56	13	474	622	444	269	335	402
Ezakiella	72	111	155	168	33	48	5	15	117	7	36	154	201	663	846	678	775
Formosa	76	278	559	580	39	84	8	68	15	5	91	539	344	485	127	547	210
Roseibium	259	260	124	273	105	23	23	23	498	21	16	235	369	727	290	331	475
Actinobacillus	148	479	283	243	21	65	14	30	594	197	110	198	278	316	389	360	325
Fenollaria	198	229	102	166	51	42	0	37	49	1	51	147	142	130	808	1551	325
Succinivibrio	62	200	106	296	89	85	2	45	452	13	45	288	214	574	592	506	444
Luteimonas	149	271	241	402	153	127	22	32	211	12	20	455	580	351	322	296	357
Gelria	79	80	102	243	45	18	15	31	1754	13	17	252	680	264	161	66	180
Taranisvirus	113	31	379	39	3	0	6	0	0	1	0	811	420	113	525	5	1543
Glutamicibacter	183	157	219	252	65	30	21	47	347	42	653	424	478	261	243	275	291
Curtobacterium	93	93	80	257	55	16	13	39	384	52	20	306	596	926	266	294	471
Candidatus_Minimicrobia	112	0	112	158	12	646	0	6	166	1426	92	760	58	12	120	222	40
Aerococcus	87	310	93	222	48	152	4	63	185	23	26	365	430	595	299	611	414
Dactylosporangium	143	93	112	384	56	36	9	29	501	24	11	355	822	530	290	195	328
Cardiobacterium	79	289	1749	154	45	6	2	20	84	91	32	260	229	395	178	160	142
Glaesserella	16	127	121	163	7	99	1	24	187	10	34	184	116	2389	172	159	91
Rossellomorea	173	190	118	231	72	127	5	55	624	29	55	328	390	440	329	428	304
Fretibacterium	63	183	169	313	60	59	10	44	117	36	32	432	1076	510	219	157	405
Janthinobacterium	187	348	207	280	150	21	60	45	438	39	19	300	399	706	191	131	362
Pseudarthrobacter	113	126	126	347	46	64	11	46	149	48	23	464	903	469	323	200	425
Mahella	56	128	46	382	20	16	2	6	20	6	6	278	466	1324	144	570	406
Agrococcus	177	183	67	360	64	11	14	27	288	19	5	470	846	373	412	188	357
Pseudocitrobacter	15	51	88	130	18	267	268	1897	210	398	205	57	83	48	8	50	65
Azospira	204	229	146	298	150	35	17	33	1131	17	10	175	473	536	90	100	204
Moraxella	73	100	121	200	105	195	6	35	242	6	29	404	363	1001	273	398	289
Ancylobacter	378	258	172	427	170	29	19	33	463	120	13	268	513	324	245	116	285
Brigitvirus	17	0	30	2	103	1	11	0	1	4	0	1378	156	28	1986	22	94
Cellulosilyticum	120	181	106	141	19	113	7	51	353	3	42	519	251	384	704	407	432
Myxococcus	90	157	272	292	38	19	17	41	743	11	21	299	538	339	284	367	289
Parvimonas	82	369	223	229	28	233	1	53	193	8	114	359	638	352	237	367	309
Leptospira	115	218	245	386	102	123	12	174	253	14	94	398	301	349	418	296	292
Sporomusa	54	91	122	114	40	136	18	41	2056	9	11	164	169	194	231	104	177
Cutibacterium	86	67	66	493	26	73	13	26	1248	62	2	312	372	203	184	315	181
Geotalea	307	262	198	473	140	25	15	46	179	74	17	348	435	564	165	119	357
Luteibacter	329	315	140	510	227	2	17	33	240	22	19	257	596	380	157	151	322
Jeotgalibaca	58	329	111	171	26	201	5	25	23	5	118	455	346	573	341	446	455
Kocuria	54	136	117	374	29	19	17	10	650	65	24	469	573	290	262	235	357
Lentibacillus	74	124	194	233	29	31	3	27	796	13	47	342	262	400	384	433	284
Magnetospirillum	271	269	161	475	163	7	20	47	705	17	14	296	456	291	182	149	146
Rufibacter	204	315	384	476	84	41	10	48	131	5	17	457	454	434	190	164	245
Marinobacterium	253	267	190	301	123	38	17	79	270	22	165	202	383	536	357	179	268
Carnobacterium	69	426	166	147	24	71	22	12	264	8	175	370	293	348	305	414	508
Salidesulfovibrio	125	49	139	536	83	14	101	72	105	57	30	466	863	386	195	76	311
Saccharothrix	96	102	67	245	36	3	11	25	830	18	20	301	817	288	231	184	333
Geosporobacter	51	153	157	167	42	209	3	51	220	14	92	403	300	578	328	369	469
Desulfobulbus	77	96	148	548	90	6	52	44	436	32	48	400	504	436	192	224	271
Candidatus_Arthromitus	63	398	56	98	17	46	2	7	28	5	338	289	522	512	224	663	309
Sulfuriferula	301	325	137	306	207	68	7	58	158	4	7	168	355	799	208	215	252
Buttiauxella	32	11	99	159	25	408	191	996	319	466	181	161	90	81	63	58	221
Qipengyuania	201	266	137	320	106	6	19	55	157	43	13	350	576	496	394	127	292
Arabidopsis	54	212	95	99	56	95	3	27	455	9	86	467	429	395	532	306	228
Dyella	112	198	180	267	54	56	24	20	94	25	11	670	638	401	284	178	322
Microvirga	108	104	141	241	44	124	21	53	1050	15	13	271	440	320	151	261	173
Canhaevirus	0	0	0	0	3262	0	2	0	0	0	1	0	28	200	0	22	4
Leisingera	150	186	177	338	43	86	25	19	185	11	18	339	591	491	284	187	382
Aureimonas	331	215	123	323	128	11	17	48	393	33	14	361	419	417	192	172	308
Maridesulfovibrio	58	69	172	433	48	26	34	28	218	26	16	362	599	634	258	243	280
Oceanidesulfovibrio	139	45	114	484	75	33	89	85	156	46	20	419	795	398	166	91	348
