Taxonomy	C1	C2	C3	C4	C5	C6	E1	E2	E3	E4	E5	E6	H1	H2	H3	H4	H5	H6
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomarina|s__Halomarina_sp._BCD28	20	11	5	10	15	6	0	7	5	10	2	1	60	25	30	48	4	27
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomarina|s__Halomarina_sp._BND7	9	4	15	12	13	2	0	1	0	1	2	1	17	23	55	18	11	76
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomarina|s__Halomarina_sp._PSR21	18	3	8	52	4	2	0	1	0	65	2	0	8	22	12	4	13	7
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorussus|s__Halorussus_halophilus	9	4	3	34	10	1	4	1	0	52	0	0	49	26	8	46	8	52
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorussus|s__Halorussus_pelagicus	5	3	13	6	4	0	0	2	0	2	1	0	22	24	18	1	4	11
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorussus|s__Halorussus_sp._DT72	4	2	1	0	3	0	1	0	1	3	0	0	1	80	75	1	14	47
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorussus|s__Halorussus_sp._DT80	6	3	5	0	6	2	0	1	1	0	5	0	7	4	10	0	1	2
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorussus|s__Halorussus_sp._XZYJ18	0	1	4	8	10	1	8	0	0	1	1	0	18	47	7	26	10	8
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorussus|s__Halorussus_sp._XZYJT10	11	8	3	4	8	1	0	3	0	21	0	0	48	22	25	10	4	7
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorussus|s__Halorussus_sp._XZYJT40	1	3	0	2	17	1	0	0	0	0	0	0	5	32	14	4	1	19
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorussus|s__Halorussus_sp._XZYJT49	1	8	1	2	6	2	0	0	0	0	3	2	8	9	16	2	4	13
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorussus|s__Halorussus_sp._YCN54	5	0	6	4	13	13	0	1	16	15	0	1	39	97	41	2	3	4
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halovenus|s__Halovenus_salina	1	1	0	0	23	0	0	0	0	2	0	0	8	11	38	3	19	9
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Salarchaeum|s__Salarchaeum_japonicum	3	8	2	0	5	0	0	0	0	0	0	0	6	6	18	10	3	10
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Salarchaeum|s__Salarchaeum_sp._JOR-1	24	14	3	0	26	0	0	0	0	0	0	0	5	29	20	1	4	19
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halococcaceae|g__Halococcus|s__Halococcus_dombrowskii	12	2	8	3	4	2	0	0	1	1	16	0	16	14	4	13	1	8
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halococcaceae|g__Halococcus|s__Halococcus_qingdaonensis	19	7	5	6	19	2	0	0	0	0	0	0	14	19	26	105	15	14
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Natronoarchaeaceae|g__Natranaeroarchaeum|s__Natranaeroarchaeum_sulfidigenes	3	0	5	0	0	0	0	0	0	2	0	0	3	7	9	0	2	1
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Natronoarchaeaceae|g__Salinarchaeum|s__Salinarchaeum_laminariae	2	5	3	0	28	1	0	5	0	2	3	0	10	6	9	3	0	5
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Natronoarchaeaceae|g__Salinarchaeum|s__Salinarchaeum_sp._Harcht-Bsk1	0	3	5	2	6	0	0	1	0	6	4	0	22	29	21	9	6	7
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Natronoarchaeaceae|g__Salinarchaeum|s__Salinarchaeum_sp._IM2453	1	1	0	1	5	0	3	0	0	0	0	0	0	0	1	1	1	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|g__Salinirubellus|s__Salinirubellus_salinus	4	2	5	12	17	3	1	3	1	21	4	410	22	41	21	8	16	18
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|g__Salinirubellus|s__Salinirubellus_sp._BND22	6	15	17	3	108	1	0	1	2	150	0	0	42	35	13	40	6	13
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halobellus|s__Halobellus_limi	11	6	3	18	25	11	0	6	1	58	4	1	23	21	16	4	8	11
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halobellus|s__Halobellus_ramosii	0	0	0	0	5	3	0	0	1	0	4	0	1	2	7	0	0	7
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloferax|s__Haloferax_alexandrinus	2	0	0	0	5	0	0	0	0	69	0	0	1	0	1	1	2	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloferax|s__Haloferax_gibbonsii	9	28	12	33	20	10	0	0	0	1	0	0	6	9	17	3	6	42
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloferax|s__Haloferax_larsenii	11	1	1	2	8	1	0	0	0	2	2	1	0	32	13	0	2	5
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloferax|s__Haloferax_mediterranei	6	3	23	2	10	5	0	5	26	7	2	22	31	20	33	4	1	12
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloferax|s__Haloferax_volcanii	73	253	0	64	133	122	0	0	28	0	1	0	5	2	8	25	15	2
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halogeometricum|s__Halogeometricum_borinquense	43	8	3	9	5	2	0	0	4	7	0	0	14	6	38	7	15	38
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloplanus|s__Haloplanus_aerogenes	3	1	4	2	9	1	0	2	2	0	0	0	1	30	13	10	7	7
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloplanus|s__Haloplanus_rallus	0	0	0	0	1	0	0	0	0	2	0	0	0	3	0	0	1	1
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloplanus|s__Haloplanus_rubicundus	3	8	3	1	19	4	0	0	0	1	0	0	8	29	12	0	5	5
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloplanus|s__Haloplanus_salinarum	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloplanus|s__Haloplanus_sp._GDY1	4	1	2	4	9	4	2	4	2	1	1	0	9	14	23	1	4	5
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloplanus|s__Haloplanus_sp._HW8-1	7	9	1	0	5	0	0	0	0	5	1	0	14	23	7	2	4	11
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloprofundus|s__Haloprofundus_halobius	2	16	3	2	0	1	0	0	0	0	1	0	3	27	26	2	1	1
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloprofundus|s__Haloprofundus_salilacus	59	4	6	5	30	1	0	3	0	5	0	0	17	63	35	18	4	27
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloprofundus|s__Haloprofundus_salinisoli	0	6	8	2	14	0	0	0	0	112	0	2	23	27	21	8	12	2
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloprofundus|s__Haloprofundus_sp._MHR1	0	4	5	2	12	1	0	0	0	0	2	0	17	11	10	5	6	7
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloquadratum|s__Haloquadratum_walsbyi	10	4	0	3	9	0	3	1	0	1	0	1	2	5	12	4	0	4
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halalkaliarchaeum|s__Halalkaliarchaeum_desulfuricum	11	16	1	17	4	6	3	0	1	14	0	0	29	23	11	4	0	23
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halalkaliarchaeum|s__Halalkaliarchaeum_sp._AArc-CO	3	4	15	4	6	7	1	0	0	1	0	0	6	26	6	17	2	7
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halobaculum|s__Halobaculum_halophilum	17	35	19	16	38	3	0	0	2	6	3	0	43	97	30	37	11	54
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halobaculum|s__Halobaculum_magnesiiphilum	2	11	4	9	18	0	1	0	1	1	0	0	6	54	20	1	8	11
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halobaculum|s__Halobaculum_roseum	1	1	6	0	8	0	0	0	0	0	1	0	7	6	7	5	7	5
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halobaculum|s__Halobaculum_rubrum	42	23	26	2	14	5	0	0	1	1	0	0	11	31	17	10	10	10
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halobaculum|s__Halobaculum_salinum	2	2	1	7	32	7	0	0	5	2	1	0	9	20	18	10	15	9
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halobaculum|s__Halobaculum_sp._CBA1158	28	8	3	0	14	0	0	0	1	1	0	2	18	27	9	10	13	21
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halobaculum|s__Halobaculum_sp._DT31	22	6	6	1	47	0	1	0	0	90	2	0	3	20	19	3	9	4
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halobaculum|s__Halobaculum_sp._DT55	8	3	6	4	29	1	6	2	0	10	7	9	11	38	18	3	14	13
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halobaculum|s__Halobaculum_sp._DT92	3	7	5	6	20	2	0	2	0	2	0	1	10	32	15	0	2	19
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halobaculum|s__Halobaculum_sp._SYNS20	5	0	4	1	4	5	0	0	0	1	2	0	6	22	41	1	12	16
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halobaculum|s__Halobaculum_sp._YSMS11	3	0	1	3	6	0	0	0	0	1	0	0	2	10	5	0	2	2
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halohasta|s__Halohasta_litchfieldiae	0	0	11	1	3	2	0	0	0	2	0	1	3	20	4	2	2	2
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halolamina|s__Halolamina_sp._CBA1230	22	3	17	18	8	3	0	1	0	21	1	0	8	28	12	64	3	11
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halopenitus|s__Halopenitus_persicus	1	8	0	0	7	0	0	0	4	3	0	0	7	8	11	20	0	11
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_ezzemoulense	20	0	0	0	5	4	0	0	1	2	0	0	7	69	14	12	9	44
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_lacusprofundi	1	3	0	1	33	2	1	1	0	0	7	0	18	15	31	14	3	27
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_ruber	0	1	33	3	4	2	0	1	1	27	13	0	5	1	9	1	2	4
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_salinarum	3	23	0	7	13	0	4	3	4	5	2	1	15	18	41	18	5	16
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_sp._1-13-28	35	1	11	0	13	13	7	3	0	2	1	0	7	24	17	15	6	7
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_sp._2020YC2	0	0	1	0	10	5	0	0	0	1	1	1	1	10	11	3	2	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_sp._BOL3-1	10	1	0	0	6	1	0	2	0	0	0	0	40	26	13	20	1	8
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_sp._CBA1229	5	3	5	0	18	1	1	0	0	3	0	0	16	49	11	4	2	14
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_sp._DM2	2	7	4	1	14	1	2	0	0	1	0	0	10	24	10	2	3	79
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_sp._PV6	7	0	0	8	5	3	0	0	0	26	1	0	5	56	9	3	0	22
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_trapanicum	17	6	0	1	9	1	0	0	0	1	0	0	1	21	4	24	2	12
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Salinigranum|s__Salinigranum_rubrum	28	8	6	7	13	1	0	0	1	8	0	1	7	62	38	10	6	26
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Salinigranum|s__Salinigranum_sp._XZGYJ-43	24	0	45	2	7	0	0	0	2	2	0	0	12	13	6	3	3	3
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halobiforma|s__Halobiforma_lacisalsi	31	5	6	1	26	0	0	5	1	3	2	1	13	33	44	15	8	15
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halopiger|s__Halopiger_xanaduensis	46	51	32	8	48	30	0	2	3	35	3	0	32	101	24	44	4	6
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halosolutus|s__Halosolutus_gelatinilyticus	11	16	14	6	21	11	0	0	0	84	2	0	12	19	24	11	7	9
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halosolutus|s__Halosolutus_halophilus	4	6	2	1	10	4	0	1	13	0	0	0	20	19	1	4	6	13
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halostagnicola|s__Halostagnicola_larsenii	10	19	4	13	39	10	0	0	0	135	0	0	13	9	7	2	5	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Haloterrigena|s__Haloterrigena_alkaliphila	4	2	6	3	27	3	0	1	4	1	3	0	13	29	18	31	3	11
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Haloterrigena|s__Haloterrigena_salifodinae	61	3	2	4	30	1	0	2	0	3	0	0	30	83	28	8	15	23
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Haloterrigena|s__Haloterrigena_turkmenica	10	0	2	5	13	2	2	0	0	1	0	0	7	52	9	1	4	5
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halovivax|s__Halovivax_cerinus	3	1	1	8	5	1	0	0	0	3	0	0	19	33	11	22	1	16
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halovivax|s__Halovivax_limisalsi	1	9	4	0	8	2	1	2	0	26	0	0	5	39	15	7	9	4
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halovivax|s__Halovivax_ruber	0	8	0	0	4	4	0	0	0	1	0	0	4	5	21	2	3	29
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halovivax|s__Halovivax_sp._AGai3-5	12	1	12	25	11	1	0	0	0	0	1	0	8	28	22	0	1	8
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halovivax|s__Halovivax_sp._CGA30	23	1	7	0	19	0	6	0	0	0	0	2	33	15	27	23	4	77
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halovivax|s__Halovivax_sp._KZCA124	15	3	5	1	14	0	0	0	0	1	0	0	38	84	9	9	19	6
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halovivax|s__Halovivax_sp._TS33	76	2	0	0	4	0	1	0	1	0	2	0	3	14	9	17	8	15
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halovivax|s__Halovivax_sp._WLHSJ27	42	31	6	8	24	16	1	1	2	0	0	0	5	6	8	5	2	8
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrarchaeobaculum|s__Natrarchaeobaculum_aegyptiacum	4	7	7	13	11	7	2	5	0	1	0	3	6	14	9	2	4	6
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrarchaeobaculum|s__Natrarchaeobaculum_sulfurireducens	2	0	1	1	2	5	1	0	1	6	0	0	7	24	13	6	5	5
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrialba|s__Natrialba_magadii	25	0	1	15	47	0	0	1	0	0	0	0	34	88	70	33	0	26
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natribaculum|s__Natribaculum_luteum	49	109	93	13	80	52	0	1	11	1	2	0	2	10	13	9	6	14
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natribaculum|s__Natribaculum_sp._AD-4	40	9	13	7	28	0	1	0	0	4	2	1	24	54	24	3	7	18
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natribaculum|s__Natribaculum_sp._CGA3	6	27	4	6	36	0	1	0	1	0	0	0	28	33	29	16	1	29
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_caseinilyticum	6	4	0	3	10	0	0	1	0	0	0	1	7	21	8	4	14	41
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_gelatinilyticum	2	3	0	2	30	2	0	2	2	4	0	0	3	9	17	3	7	22
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_halophilum	3	4	7	4	2	0	4	0	5	5	1	0	4	9	12	5	8	6
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_longum	17	0	3	1	24	1	0	2	2	0	0	5	7	28	18	14	2	5
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_marinum	24	5	6	4	12	8	0	1	3	1	0	0	6	15	51	3	5	5
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_pallidum	10	3	0	1	4	2	0	0	0	1	1	0	3	16	7	1	1	5
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_pellirubrum	3	4	7	3	6	3	0	1	0	6	1	0	8	14	8	4	4	12
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_salinisoli	10	4	2	3	13	1	0	1	1	1	1	0	13	1	12	19	4	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_sp._DC36	6	5	1	3	6	3	0	0	0	0	0	0	3	18	14	2	0	6
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_sp._J7-2	1	1	0	8	9	3	0	0	0	1	1	0	9	7	5	13	2	10
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_sp._SYSU_A_869	1	0	1	1	0	0	9	2	0	4	0	0	0	35	7	0	0	4
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_versiforme	4	4	3	39	3	0	0	2	0	3	0	0	2	13	28	10	4	11
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_zhouii	56	145	119	25	137	44	5	1	5	174	2	1	3	9	19	12	14	16
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronobacterium|s__Natronobacterium_gregoryi	7	28	0	54	54	3	1	0	0	0	0	0	4	9	11	0	17	6
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronobiforma|s__Natronobiforma_sp._CGA73	27	33	27	12	40	11	0	1	1	1	3	0	17	37	14	20	5	38
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronococcus|s__Natronococcus_occultus	3	0	2	3	9	0	1	1	0	2	0	0	8	41	7	10	26	24
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronococcus|s__Natronococcus_sp._CG52	26	1	4	15	13	3	0	3	0	0	0	0	16	37	14	21	8	35
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronorubrum|s__Natronorubrum_aibiense	2	5	8	2	4	0	0	0	0	53	1	0	25	101	19	1	47	28
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronorubrum|s__Natronorubrum_bangense	1	0	1	0	5	3	0	0	1	2	1	0	6	6	0	4	1	1
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronorubrum|s__Natronorubrum_daqingense	1	2	0	0	0	0	0	5	0	18	0	0	6	15	4	0	4	53
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Saliphagus|s__Saliphagus_sp._WLHS1	17	2	13	22	16	2	0	0	10	153	2	0	62	30	26	3	5	13
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Saliphagus|s__Saliphagus_sp._WLHSJ1	2	1	1	0	3	0	0	0	0	12	0	2	5	5	0	3	3	6
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_alkalithermotolerans	18	4	5	2	19	1	3	0	3	1	7	12	18	42	16	3	17	7
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_congolense	7	16	11	1	1	0	6	0	0	2	0	0	5	12	2	13	13	4
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_formicicum	1	0	1	5	15	0	76	0	9	0	0	2	7	6	16	19	3	5
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_lacus	0	1	10	2	10	0	14	0	0	1	0	1	17	10	10	3	47	26
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_paludis	0	6	2	0	2	0	3	0	1	2	0	1	10	9	6	19	10	61
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_sp._MZ-A1	0	0	8	0	0	0	0	0	0	0	0	0	8	3	0	0	0	1
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_subterraneum	7	11	2	15	1	0	11	0	2	0	0	0	0	2	28	4	70	6
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_arboriphilus	23	1	8	5	21	1	4	0	2	27	0	3	13	24	7	22	17	4
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_millerae	24	23	5	10	34	3	3	1	10	390	1	2	35	60	59	33	45	26
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_olleyae	5	1	33	4	23	1	2	0	0	1	0	17	6	25	12	8	7	13
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_ruminantium	9	5	7	3	49	0	0	0	2	0	0	1	39	23	41	16	118	24
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii	13	6	50	11	30	3	105	5	44	7	1	5	13	34	51	27	70999	4790
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_sp._AbM4	1	14	2	7	51	10	33	0	1	53	0	8	23	47	26	110	86	30
