# Pathway	C1	C2	C3	C4	C5	C6	E1	E2	E3	E4	E5	E6	H1	H2	H3	H4	H5	H6
PWY-7858: (5Z)-dodecenoate biosynthesis II	0.000124773	4.22317e-06	3.5544e-05	4.9072e-05	3.36905e-05	1.22868e-05	0.000108858	0.000327125	0.000204408	0.000112855	0.000100404	5.1719e-05	1.977e-05	1.28368e-05	6.78651e-06	1.49977e-06	3.66839e-05	4.82542e-05
PWY-7873: D-erythronate degradation II	1.17871e-06	0	0	5.95381e-06	5.86074e-06	1.04928e-06	1.15799e-06	4.97136e-06	2.97261e-05	6.35627e-06	2.17375e-05	7.85496e-06	4.42015e-07	0	8.67469e-07	0	3.58221e-07	2.13347e-06
PWY-7874: L-threonate degradation	1.31168e-06	0	3.45332e-07	7.25796e-06	6.02751e-06	1.67129e-06	1.60389e-06	4.97136e-06	5.32628e-05	7.79091e-06	2.17375e-05	1.22202e-05	4.76392e-07	0	8.67469e-07	0	6.07512e-07	3.1684e-06
PWY-7883: anhydromuropeptides recycling II	0.000109009	7.23602e-06	4.16255e-05	3.27579e-05	1.09273e-05	1.62013e-05	3.18512e-05	0.0002492	2.91477e-05	4.2836e-05	3.0179e-05	1.6347e-05	1.17429e-05	1.30187e-05	9.91654e-06	0	2.59596e-05	3.20075e-05
PWY-7942: 5-oxo-L-proline metabolism	2.16412e-05	7.66868e-06	2.08288e-06	3.55979e-05	3.63929e-05	1.01958e-05	8.89631e-05	0.000314635	8.71726e-06	6.5709e-05	0.000131476	3.58675e-05	1.56489e-05	1.36828e-05	2.06811e-05	0	6.86989e-05	3.93732e-05
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	0.000420297	0.000523067	0.000531453	0.000521584	0.000519552	0.000461172	0.000369947	0.000351494	0.000365361	0.000386906	0.000427556	0.000365497	0.000393423	0.000574197	0.000679887	0.000570071	0.000436893	0.000462956
PWY-7977: L-methionine biosynthesis IV	0.000429459	0.000482224	0.000563293	0.0005124	0.000550328	0.000505907	0.000301129	0.000600068	0.000357185	0.000377783	0.000459415	0.000400233	0.000336204	0.000362161	0.000408012	0.000382877	0.00029357	0.00034793
PWY-7992: superpathway of menaquinol-8 biosynthesis III	1.44679e-05	0	1.38281e-05	1.25268e-05	6.99735e-06	2.06068e-05	0	0	1.25917e-06	0	0	1.20314e-06	3.57112e-05	3.61292e-06	2.55959e-06	7.31491e-05	7.85024e-06	1.44911e-06
PWY-8004: Entner-Doudoroff pathway I	6.06192e-05	7.28862e-05	8.52296e-05	9.37926e-05	0.000103241	0.000136409	0.000200403	0.000199731	0.000314572	0.000179788	0.000234597	0.000163209	8.09488e-05	5.08299e-05	7.20359e-05	6.86167e-05	0.000118101	8.23005e-05
PWY-8011: L-serine biosynthesis II	0	0	0	0	0	0	0	0	0	1.24544e-06	3.01393e-07	0	0	0	0	0	0	0
PWY-801: homocysteine and cysteine interconversion	9.58024e-06	3.58084e-06	6.19246e-07	1.55838e-05	1.72264e-05	5.29881e-06	4.8471e-06	0.000120403	1.5894e-06	2.47549e-05	1.19785e-05	1.28393e-07	5.0365e-06	8.41535e-06	4.54553e-06	4.23705e-07	2.33678e-05	9.60986e-06
PWY-8073: lipid IVA biosynthesis (P. putida)	0.0001957	0.000221921	0.000323629	0.000265187	0.000224341	0.00027326	0.00020042	0.000345383	0.000271826	0.000210048	0.000122496	0.000200305	4.35984e-05	3.56372e-05	5.89305e-05	4.80159e-05	5.25301e-05	6.69245e-05
PWY-8086: (S)-lactate fermentation to propanoate, acetate and hydrogen	0	2.66469e-06	0	1.189e-05	1.56851e-05	5.70586e-06	6.99819e-05	7.66934e-06	7.04603e-06	3.98332e-05	1.27798e-05	9.16629e-06	1.48257e-07	7.29099e-07	4.92369e-06	0	1.77176e-06	5.60128e-06
PWY-8112: factor 420 biosynthesis I (archaea)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.81417e-06	0
PWY-8113: 3PG-factor 420 biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21858e-06	0
PWY-8125: mevalonate pathway IV (archaea)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.49891e-07	0
PWY-8131: 5'-deoxyadenosine degradation II	2.58671e-05	5.77245e-06	6.17294e-06	9.25159e-06	1.43773e-05	1.42829e-05	0.000110145	0.000246157	2.54757e-06	4.43443e-05	7.66201e-06	2.30713e-06	2.51442e-05	2.0043e-05	1.17377e-05	2.43332e-05	3.98113e-05	3.12043e-05
PWY-8173: anteiso-branched-chain fatty acid biosynthesis	0	0	0	0	0	0	0	0	0	7.47362e-06	6.13366e-06	0	0	0	0	0	0	0
PWY-8174: odd iso-branched-chain fatty acid biosynthesis	0	0	0	0	0	0	0	0	0	7.47362e-06	6.13366e-06	0	0	0	0	0	0	0
PWY-8175: even iso-branched-chain fatty acid biosynthesis	0	0	0	0	0	0	0	0	0	7.47362e-06	6.13366e-06	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	0.000304342	0.000280512	0.000156365	0.000238155	0.000310675	0.000213283	0.000572472	0.000619072	0.000474791	0.000388888	0.000492565	0.000290505	0.000320298	0.000245517	0.000410735	0.000460435	0.000419621	0.000423454
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	7.33338e-05	8.41159e-05	0.000100499	0.000135861	8.15791e-05	0.00013463	0.00018867	0.000308854	0.000245891	0.000249707	0.000156944	0.000155626	8.8107e-05	0.000123725	7.90044e-05	4.17056e-05	7.48306e-05	8.46309e-05
PWY-8188: L-alanine degradation VI (reductive Stickland reaction)	0	1.27072e-06	4.58496e-06	5.65981e-07	4.66147e-07	8.1691e-07	0	0	3.91488e-07	0	0	3.38978e-07	4.62907e-06	1.06009e-05	4.52751e-06	5.36229e-06	0	9.46117e-06
PWY-8189: L-alanine degradation V (oxidative Stickland reaction)	0	1.27072e-06	4.58496e-06	5.65981e-07	4.66147e-07	8.1691e-07	0	0	3.91488e-07	0	0	3.38978e-07	4.62907e-06	1.06009e-05	4.52751e-06	5.36229e-06	0	9.46117e-06
PWY-8190: L-glutamate degradation XI (reductive Stickland reaction)	2.46258e-06	1.55617e-05	2.05112e-06	2.51015e-06	1.40182e-06	6.70473e-07	0	2.2198e-07	0	3.09941e-06	3.08337e-06	1.37888e-06	0	7.90916e-07	0	0	0	0
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	0.000144458	2.15331e-05	2.64198e-05	4.90233e-05	6.46793e-05	3.07704e-05	0.000114987	0.000149589	5.66132e-05	0.000166347	0.000141571	5.98981e-05	4.17411e-05	2.20905e-05	3.20163e-05	1.18751e-05	0.000115998	0.000100697
PWY-822: fructan biosynthesis	1.37737e-05	0	0	1.5216e-06	0	0	0	0	0	0	0	0	3.25585e-06	1.79e-06	1.39281e-06	1.01698e-06	3.2738e-07	2.14406e-06
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	0.000410974	0.000349133	0.000376559	0.000387374	0.000270037	0.00033653	0.000205202	0.000285985	0.000264695	0.000301224	0.000257117	0.00031551	0.000217743	0.000230914	0.000205457	0.000300312	0.000187074	0.000205529
PWY-922: mevalonate pathway I (eukaryotes and bacteria)	1.69749e-05	0	0	5.30323e-06	0	0	0	0	0	0	0	0	2.21306e-06	0	2.57062e-06	1.29352e-06	5.81091e-07	1.27692e-06
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	0.000206375	5.79161e-05	4.74298e-05	0.000158121	0.00015523	4.68058e-05	0.000246844	0.00025454	0.000200322	0.000240868	0.000422603	0.000178376	5.01866e-05	7.21033e-05	0.000101274	0.000145676	0.000112897	0.000182552
PWY0-1061: superpathway of L-alanine biosynthesis	0.00013277	3.97272e-05	3.54925e-05	4.69945e-05	3.71011e-05	1.45719e-05	6.32719e-05	0.000203132	0.000185103	6.14161e-05	0.000379829	5.46214e-05	6.56464e-05	0.000100645	0.000140932	3.45033e-05	0.00024067	0.00011401
PWY0-1221: putrescine degradation II	0	1.57267e-06	0	7.16878e-06	1.4667e-05	1.80108e-06	7.58308e-05	1.75304e-05	9.85086e-05	7.07949e-05	3.5957e-05	1.94227e-05	3.55676e-07	1.44804e-07	2.74325e-06	0	1.86924e-06	5.16271e-06
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0.00010739	0.00010362	4.48703e-05	0.000104673	8.49669e-05	5.85612e-05	0.0001344	0.000204549	0.000121516	0.000101972	6.06882e-05	7.32937e-05	2.86724e-05	2.65224e-05	1.95903e-05	1.37899e-05	2.64012e-05	5.02962e-05
PWY0-1261: anhydromuropeptides recycling I	0.000154585	0.000159565	8.02078e-05	0.000164526	0.00017379	7.35257e-05	0.000174297	0.000328244	0.000172042	0.000186373	0.00018021	0.000129557	4.48374e-05	2.85585e-05	6.73772e-05	3.2856e-05	6.10068e-05	6.29951e-05
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	1.60107e-05	7.2484e-06	9.8595e-07	1.72071e-05	5.23785e-05	1.4517e-05	9.42497e-05	0.000322606	0.000209812	0.0001491	0.000108145	0.000146466	9.49033e-06	8.45127e-06	8.96783e-06	0	2.97158e-05	2.32382e-05
PWY0-1296: purine ribonucleosides degradation	0.000243708	0.000295981	0.000184249	0.000250238	0.000236053	0.000159764	0.000376396	0.000337327	0.000244958	0.000300364	0.000168597	0.000232451	0.000344839	0.000405314	0.000468884	0.000541992	0.000341314	0.000434125
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	4.63069e-05	2.76852e-05	3.61556e-06	8.63285e-05	0.000113691	5.46527e-05	0.000238339	0.000341759	0.000242567	0.000253766	0.000156074	0.000208995	4.25083e-05	4.73995e-05	3.63842e-05	2.10833e-05	5.85053e-05	9.79008e-05
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	6.30414e-05	1.67766e-05	2.5178e-06	8.25821e-05	8.9176e-05	3.89624e-05	0.000214938	0.000331005	0.000272298	0.000232149	0.000142677	0.000180858	3.86507e-05	3.23288e-05	3.25226e-05	1.50188e-05	6.79063e-05	9.25788e-05
PWY0-1319: CDP-diacylglycerol biosynthesis II	0.000359964	0.000445418	0.000479599	0.000438247	0.000432017	0.000416419	0.000308489	0.000364642	0.000327777	0.000408704	0.000282341	0.000300442	0.000368282	0.000412255	0.000509915	0.000502056	0.000324998	0.000387902
PWY0-1337: oleate &beta;-oxidation	1.4181e-06	3.58722e-06	0	1.73011e-05	8.43915e-06	5.50651e-06	6.7821e-05	0.00010295	9.89062e-05	5.62132e-05	2.17929e-05	1.64739e-05	7.53042e-06	5.90047e-06	0	1.64848e-07	7.5179e-06	3.38223e-05
PWY0-1338: polymyxin resistance	6.19418e-06	4.45885e-06	2.03054e-07	1.7264e-05	2.5317e-05	6.27107e-06	9.05387e-05	0.000234396	0.000137985	6.48654e-05	5.51212e-05	4.43131e-05	7.60242e-06	7.80743e-06	2.52757e-06	4.30545e-07	1.50678e-05	3.40612e-05
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	7.13206e-05	9.34355e-06	1.82831e-05	4.41303e-05	4.83926e-05	1.40839e-05	0.000102625	0.000285291	0.000255702	0.000122433	0.000122867	8.29364e-05	1.15218e-05	8.02394e-06	9.4837e-06	0	4.18564e-05	2.85695e-05
PWY0-1477: ethanolamine utilization	7.65198e-05	4.3695e-05	2.92693e-05	0.000115765	0.00017827	6.34196e-05	0.000283734	0.00100941	0.000549831	0.000372582	0.000442508	0.000212962	5.60709e-05	5.05145e-05	0.000195273	3.87176e-05	0.000161591	0.00011255
PWY0-1479: tRNA processing	0.000123268	2.30136e-05	3.58915e-05	0.000119399	0.000109151	6.64175e-05	0.00018457	0.000291842	0.000287072	0.000366616	0.000322644	0.000172132	3.90483e-05	4.3668e-05	6.5424e-05	8.43673e-05	0.0001267	0.000150852
PWY0-1533: methylphosphonate degradation I	4.04176e-07	1.28979e-06	0	7.39837e-06	3.84485e-06	0	8.21403e-05	1.79978e-05	6.59172e-05	5.80277e-05	2.04539e-05	1.55845e-05	1.42319e-06	1.47896e-07	1.0665e-06	2.57737e-07	6.22545e-07	3.52054e-06
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0.000489897	0.000374497	0.000315466	0.00047192	0.000499392	0.00044939	0.000850666	0.0012797	0.00121149	0.000646846	0.000791505	0.000573629	0.00031619	0.000294319	0.000338311	0.00032114	0.000376693	0.000394375
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	0.000249414	0.000300553	0.000294558	0.000261417	0.00022203	0.000223057	0.000167953	0.000287755	0.000230128	0.000180383	0.000241996	0.000185208	0.000149435	9.03663e-05	0.000104287	0.000112979	0.000163598	0.000120866
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	9.13713e-05	3.97472e-05	2.55216e-05	6.52188e-05	8.60761e-05	7.12539e-05	0.000108842	0.000284665	0.000204768	0.000143737	0.000174946	0.000124744	2.81531e-05	2.18273e-05	1.78987e-05	2.18305e-06	7.82603e-05	6.47495e-05
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)	1.86706e-05	9.54209e-06	9.81643e-07	4.17055e-05	5.79063e-05	1.2455e-05	0.000214515	0.000385298	0.000210724	0.000212375	0.000163796	0.000130012	1.65534e-05	1.25197e-05	9.34096e-06	9.58735e-07	4.09198e-05	5.90964e-05
PWY0-321: phenylacetate degradation I (aerobic)	0	0	0	0	3.39479e-06	6.59056e-07	8.78228e-07	6.29357e-06	0	3.53374e-06	1.05012e-05	2.79908e-06	0	0	0	0	3.9853e-07	1.58477e-06
PWY0-41: allantoin degradation IV (anaerobic)	0	3.43437e-07	0	8.93508e-06	6.33597e-06	1.30506e-06	6.12422e-05	4.99852e-06	3.85711e-05	2.27753e-05	2.57567e-05	1.54304e-05	5.28272e-07	1.46251e-07	4.54836e-07	0	1.17856e-06	3.19639e-06
PWY0-42: 2-methylcitrate cycle I	4.28377e-07	3.3216e-06	0	2.5618e-05	3.91367e-05	7.58078e-06	8.53195e-06	4.86668e-05	0.000128258	0.000118867	7.16954e-05	7.03588e-05	2.14743e-06	2.05364e-06	6.87243e-06	4.31417e-07	6.16812e-06	1.57719e-05
PWY0-461: L-lysine degradation I	0	3.04441e-07	0	9.32286e-06	5.00752e-06	3.43968e-06	6.80206e-05	2.22819e-05	0.000119633	6.42544e-05	1.67676e-05	2.20743e-05	0	1.25261e-06	0	0	8.79883e-07	2.81461e-06
PWY0-781: aspartate superpathway	5.4124e-05	2.74924e-05	6.94051e-06	7.0131e-05	8.56154e-05	2.18923e-05	0.000222888	0.00024463	0.000237003	0.000200544	0.000331097	0.000137098	4.20764e-05	4.02024e-05	1.92953e-05	2.47576e-06	0.00011925	9.61403e-05
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.000243312	0.000271142	0.000276112	0.000266951	0.000265487	0.000332818	0.000178344	0.000353274	0.000280413	0.000146764	0.000123823	0.000278695	8.06125e-05	5.54924e-05	8.24389e-05	6.78824e-05	5.68653e-05	7.18935e-05
PWY0-862: (5Z)-dodecenoate biosynthesis I	0.000260403	0.000139148	0.000161502	0.000281669	0.000233263	4.77876e-05	0.000296059	0.000406489	0.000396751	0.000166301	0.00027311	0.000249517	6.07596e-05	6.3495e-05	6.83873e-05	2.88705e-05	0.000129343	0.000156345
PWY1G-0: mycothiol biosynthesis	0	0	0	0	1.21713e-06	0	0	0	0	0	0	0	0	1.08067e-06	0	0	0	4.60968e-06
PWY1ZNC-1: assimilatory sulfate reduction IV	0.000119929	9.30537e-06	1.45099e-05	2.22611e-05	3.02618e-05	1.50351e-05	0.0001202	0.000405514	0.000215353	0.000126251	9.59349e-05	5.47715e-05	2.05208e-05	8.04623e-06	1.38315e-05	1.17225e-05	7.4181e-05	6.02138e-05
PWY3O-4107: NAD salvage pathway V (PNC V cycle)	5.42153e-05	8.76062e-06	4.79313e-07	4.21589e-05	5.15293e-05	1.14821e-05	0.00010899	7.46874e-05	0.00010299	0.000125991	0.000103691	7.4707e-05	3.25931e-05	1.4437e-05	1.30255e-05	1.60506e-05	3.55503e-05	4.36086e-05
PWY490-3: nitrate reduction VI (assimilatory)	1.2678e-06	0	0	1.73237e-06	2.37082e-06	0	4.39386e-06	0	2.72104e-07	0	0	0	1.03448e-06	0	0	1.05713e-06	0	2.68209e-06
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	0.000238347	0.000132829	0.000104673	0.000164255	0.000183819	8.72244e-05	0.000268903	0.000350208	0.000285421	0.000280488	0.000211235	0.000228274	0.000163708	7.12676e-05	0.000102197	6.83687e-05	0.000159925	0.000213397
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	0.000237745	0.000132829	0.000104673	0.000164249	0.000183819	8.72244e-05	0.000268903	0.000350208	0.000285421	0.000280488	0.000211235	0.000228274	0.000163708	7.12676e-05	0.000102194	6.83687e-05	0.000159925	0.000213397
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	3.78343e-05	2.24033e-05	2.54291e-06	6.94235e-05	9.03797e-05	3.84072e-05	0.000184743	0.000338088	0.00031985	0.000149221	0.000151114	0.000137649	3.21881e-05	2.96479e-05	2.91717e-05	1.36136e-05	4.70373e-05	7.45795e-05
PWY5F9-12: biphenyl degradation	0	0	0	0	0	0	0	2.48516e-06	0	0	0	0	1.11296e-06	7.84785e-07	0	0	0	0
PWY66-367: ketogenesis	5.40715e-06	4.35308e-07	4.50631e-07	7.60063e-06	9.72056e-07	0	0	0	0	2.13381e-06	8.94433e-07	0	2.69739e-06	6.00035e-07	7.95611e-07	2.68716e-06	3.37886e-07	7.043e-07
PWY66-388: ceramide degradation by &alpha;-oxidation	0	0	0	6.56958e-07	1.78583e-05	0	0	0	0	0	0	0	0	5.69443e-07	0	0	0	0
PWY66-389: phytol degradation	3.09485e-05	6.78608e-06	1.72014e-05	3.44003e-05	4.73502e-05	8.99873e-07	2.02205e-05	0.000241538	3.185e-06	4.86723e-05	4.90207e-05	7.91126e-05	8.72293e-06	1.11606e-05	8.36926e-06	2.4862e-08	3.8221e-05	2.17316e-05
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)	1.41333e-05	9.34892e-06	8.49713e-07	8.80192e-06	1.78959e-05	1.23147e-05	6.23553e-06	0	8.47199e-06	0	8.34637e-06	0	6.21478e-06	2.72636e-06	7.0748e-06	1.64301e-05	0	3.05618e-06
PWY66-398: TCA cycle III (animals)	0	0	0	0	0	0	0	0	0	4.34317e-06	1.79863e-06	0	0	0	0	0	0	0
PWY66-399: gluconeogenesis III	7.76539e-05	6.4917e-05	4.03358e-05	4.90639e-05	0.000127459	3.58316e-05	1.36937e-05	1.19696e-05	2.12164e-05	3.02918e-05	2.69854e-05	5.54387e-06	7.53677e-05	9.07729e-05	9.97924e-05	7.03811e-05	6.32486e-05	8.92908e-05
PWY66-409: superpathway of purine nucleotide salvage	0.000111609	3.59768e-05	1.01374e-05	0.000115262	0.000112013	4.22882e-05	0.000165257	0.000277818	0.000216333	0.000187178	0.000171335	0.000181054	9.2316e-05	0.000102167	8.08677e-05	5.35259e-05	8.88081e-05	0.000157202
PWY66-429: fatty acid biosynthesis initiation (mitochondria)	0.000475872	0.000530446	0.000552878	0.00054746	0.000479709	0.000492064	0.000397814	0.000487431	0.000541404	0.000585056	0.000242327	0.00039952	0.000316126	0.000327573	0.000377958	0.000412518	0.00025618	0.000335822
PWY66-430: myristate biosynthesis (mitochondria)	7.2459e-06	0	5.18061e-07	1.58315e-05	2.24234e-05	0	3.98646e-06	0.000229048	0.000209487	6.14468e-05	5.24506e-05	3.03709e-05	5.63254e-06	4.89711e-06	0	0	1.68488e-05	1.22092e-05
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)	6.30002e-05	1.14759e-05	6.65856e-07	5.02638e-05	5.87458e-05	1.31186e-05	0.000120547	9.10928e-05	0.000120595	0.000115986	0.000108783	8.1911e-05	4.05683e-05	1.91191e-05	1.76544e-05	1.92132e-05	4.38244e-05	5.36188e-05
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	0.000297416	0.000443332	0.00045604	0.000369459	0.000394335	0.000383873	0.000217715	0.000252811	0.000272233	0.000229087	0.000415863	0.0002681	0.000225156	0.000269563	0.000361526	0.000265492	0.00024107	0.000260823
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	0.000243465	0.000252286	0.000308887	0.000276707	0.000300564	0.000360924	0.000158402	0.000344856	0.000240986	0.000168668	0.000162274	0.000274409	6.65049e-05	4.44274e-05	6.37102e-05	5.11705e-05	4.89356e-05	6.56394e-05
REDCITCYC: TCA cycle VI (Helicobacter)	2.85761e-05	5.72937e-06	6.87279e-06	2.5709e-05	1.36419e-05	5.0256e-06	4.40026e-05	0.000175457	5.96534e-05	5.85063e-05	5.78077e-05	1.09094e-05	1.08461e-05	1.37276e-05	7.13941e-06	1.66727e-06	2.52274e-05	2.84915e-05
RHAMCAT-PWY: L-rhamnose degradation I	0.000179437	0.000223932	0.000162196	0.000126937	0.000197577	0.000261697	0.00023232	0.000521117	0.000232363	0.000200579	0.000147427	0.000188323	0.000107883	0.000192927	0.000142678	0.000165832	0.000101558	0.000145189
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	0.000324201	0.000331222	0.000327869	0.000294508	0.000264381	0.000333242	0.000243485	0.000183607	0.000173596	0.000270474	0.000121683	0.000261112	0.000240881	0.00026086	0.000400154	0.000409353	0.000307503	0.000261581
RUMP-PWY: formaldehyde oxidation I	1.7572e-06	0	6.5311e-07	0	0	8.24888e-07	7.80528e-07	0	0	3.67967e-05	2.48832e-06	0	5.31065e-07	1.93537e-06	3.00069e-06	0	7.29801e-06	1.07465e-06
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	3.44211e-05	3.03921e-05	1.31886e-05	0.00017308	0.000208037	9.88812e-05	0.000389967	0.000237579	0.000369453	0.000312889	0.000254679	0.000271056	3.3565e-05	7.0255e-05	7.35152e-05	9.65357e-05	3.78216e-05	0.000126412
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	0.000313515	0.000375506	0.000358381	0.000349861	0.000401101	0.000344657	0.000271489	0.000390484	0.000361058	0.00030703	0.000361565	0.000282876	0.000193215	0.000212162	0.000199786	0.000334908	0.000253077	0.000251166
SO4ASSIM-PWY: assimilatory sulfate reduction I	0.000160155	2.63853e-05	2.23269e-05	0.000109628	0.000181407	4.1498e-05	0.000225771	0.000620109	0.000412803	0.00026446	0.000192479	0.000275408	4.13031e-05	3.82124e-05	3.33047e-05	1.17225e-05	9.0662e-05	9.30231e-05
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	0.000207867	5.36191e-05	4.60154e-05	0.00016046	0.00021945	7.57288e-05	0.000191757	0.000471222	0.000356891	0.000287606	0.000237943	0.000197214	7.12836e-05	6.80013e-05	6.26217e-05	2.52255e-05	0.000142968	0.000141666
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	2.84641e-05	1.24126e-05	5.10122e-06	5.41885e-05	8.71643e-05	2.50124e-05	0.00015156	0.00037869	0.000280358	0.000144901	0.000170257	0.000151172	2.4328e-05	1.86219e-05	1.22356e-05	0	6.43216e-05	6.88409e-05
TCA: TCA cycle I (prokaryotic)	4.90859e-05	1.66537e-05	1.38648e-05	5.94697e-05	0.00011011	2.60443e-05	0.0001417	0.000388308	0.000270749	0.000136577	0.000165095	0.000152242	4.09524e-05	3.59402e-05	2.54027e-05	8.44137e-06	7.75601e-05	8.18886e-05
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	0.000234654	0.000266648	0.000275594	0.000228524	0.000203506	0.000284654	0.000124106	6.2501e-05	6.22666e-05	8.89007e-05	0.000132946	0.00016588	0.000182019	0.000104106	0.000229124	0.000245627	0.000211573	0.000226063
THREOCAT-PWY: superpathway of L-threonine metabolism	1.63763e-05	0	9.35111e-07	1.17686e-05	2.35315e-05	7.36642e-06	7.2876e-06	0.000193391	2.04476e-07	3.84596e-05	3.61423e-05	4.13496e-05	1.13577e-05	1.38182e-05	4.47238e-06	0	3.46679e-05	1.31123e-05
THRESYN-PWY: superpathway of L-threonine biosynthesis	0.000413346	0.000370866	0.000385193	0.000426257	0.000407657	0.000362652	0.000344277	0.000511634	0.000391349	0.00030021	0.000594947	0.000374638	0.000266226	0.00027936	0.000313772	0.000290984	0.000298365	0.000318486
TRNA-CHARGING-PWY: tRNA charging	0.000507976	0.000513338	0.000558228	0.000514316	0.000518703	0.000439568	0.000369983	0.000402986	0.000388881	0.000351897	0.000453219	0.000369794	0.000443039	0.000539744	0.000669487	0.000591747	0.000451362	0.000455427
TYRFUMCAT-PWY: L-tyrosine degradation I	0	0	0	0	0	0	0	2.48425e-06	0	5.14905e-06	2.29503e-06	0	0	0	0	0	0	0
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (early decarboxylation)	0	0	0	6.31942e-06	3.02265e-06	1.81368e-06	1.02851e-05	1.77912e-05	6.09815e-05	3.98004e-05	1.99389e-05	0	0	0	0	0	0	2.00407e-06
UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II	4.93785e-06	0	0	1.17043e-06	0	0	0	0	0	0	0	0	0	0	8.40469e-07	0	0	0
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	0.000247074	0.000198781	7.61336e-05	0.000169169	0.000228377	9.59584e-05	0.000262605	0.000369361	0.000268747	0.00035269	0.000561057	0.000212667	0.000169672	0.000252344	0.000410081	0.000346417	0.000293175	0.000288211
URDEGR-PWY: superpathway of allantoin degradation in plants	0	0	0	3.41121e-06	1.30579e-06	7.21129e-07	5.3165e-05	1.92335e-06	1.66775e-05	1.03177e-05	1.05539e-05	8.61915e-06	9.6753e-07	0	0	0	2.31227e-07	9.77308e-07
URSIN-PWY: ureide biosynthesis	5.57118e-07	0	0	0	8.03223e-07	0	4.34404e-07	0.000192056	0	4.06554e-06	8.56311e-06	2.1606e-06	4.13913e-07	3.59841e-06	0	0	4.8838e-06	4.19075e-06
VALSYN-PWY: L-valine biosynthesis	0.000502827	0.000548113	0.000459944	0.000550342	0.00059947	0.000468159	0.000619117	0.000525446	0.000548719	0.000589554	0.000992072	0.00043136	0.000457416	0.000470785	0.000711944	0.000652673	0.00049747	0.000517713
