# Pathway HUMAnN v4.0.0.alpha.1	C1	C2	C3	Y1	Y2	Y3
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Blautia_massiliensis.t__SGB4826	0	0	0	2.48194e-05	1.55095e-05	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Blautia_obeum.t__SGB4811	0	0	0	2.36922e-05	2.71471e-05	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	8.10752e-06	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	8.34056e-06	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Blautia_wexlerae.t__SGB4837	0	0	0	0.000124076	2.34473e-05	6.357e-05
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	5.62939e-05	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Comamonas_kerstersii.t__SGB12676	5.17267e-05	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Coprococcus_comes.t__SGB4577	0	0	0	0	3.15308e-05	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	1.39582e-05	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Dorea_longicatena.t__SGB4582	0	0	0	3.44117e-05	5.89445e-05	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Dorea_sp_AF24_7LB.t__SGB4571	0	0	0	0	2.20024e-05	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Escherichia_coli.t__SGB10068	0	0	6.03691e-05	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	2.17525e-05	0	1.70149e-05
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Faecalibacterium_prausnitzii.t__SGB15318	0	1.02554e-05	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Faecalicatena_fissicatena.t__SGB4871	0	0	0	0	1.69009e-05	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	2.46002e-05
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__GGB3304_SGB4365.t__SGB4365	1.60106e-05	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__GGB9708_SGB15234.t__SGB15234	2.36472e-05	5.65118e-05	3.24093e-05	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__GGB9715_SGB15267.t__SGB15267	0	0	0.000149606	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Gemmiger_SGB15295.t__SGB15295	0	0	9.12479e-06	0	0	1.56355e-05
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Klebsiella_pneumoniae.t__SGB10115	0.000109717	7.75249e-05	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.45727e-05	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	3.20394e-05	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	8.20528e-05	2.10112e-05	8.63068e-05
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	3.35312e-05	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	1.65051e-05	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	0	2.37133e-05	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified	7.60763e-05	7.39237e-05	7.3404e-05	2.90892e-05	0.000144008	0.000134531
ARO-PWY: chorismate biosynthesis I|s__Akkermansia_muciniphila.t__SGB9226	0	0	2.88248e-05	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Alistipes_onderdonkii.t__SGB2303	9.46559e-06	0	4.83086e-05	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Alistipes_shahii.t__SGB2295	0	1.01362e-05	2.51374e-05	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	3.29304e-05	3.48725e-05	3.40482e-05
ARO-PWY: chorismate biosynthesis I|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	0.000100288	1.50327e-05	0
ARO-PWY: chorismate biosynthesis I|s__Bacteroides_stercoris.t__SGB1830	0	0	1.56133e-05	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Bacteroides_uniformis.t__SGB1836	0	0	3.47026e-05	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Bifidobacterium_longum.t__SGB17248	0	0	0	2.47023e-05	0	0
ARO-PWY: chorismate biosynthesis I|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	0.000135231
ARO-PWY: chorismate biosynthesis I|s__Blautia_faecis.t__SGB4820	0	0	0	2.70453e-05	0	0
ARO-PWY: chorismate biosynthesis I|s__Blautia_massiliensis.t__SGB4826	0	0	0	2.21132e-05	1.82993e-05	0
ARO-PWY: chorismate biosynthesis I|s__Blautia_obeum.t__SGB4811	0	0	0	3.3515e-05	3.25999e-05	0
ARO-PWY: chorismate biosynthesis I|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	2.89123e-06	0
ARO-PWY: chorismate biosynthesis I|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	4.55174e-06	0
ARO-PWY: chorismate biosynthesis I|s__Blautia_wexlerae.t__SGB4837	0	0	0	0.000125399	1.12657e-05	9.06144e-05
ARO-PWY: chorismate biosynthesis I|s__Cloacibacillus_porcorum.t__SGB15507	0	7.35387e-06	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Clostridiaceae_bacterium_Marseille_Q4149.t__SGB15091	7.33236e-05	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	4.76439e-05	0
ARO-PWY: chorismate biosynthesis I|s__Comamonas_kerstersii.t__SGB12676	4.34888e-05	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Coprococcus_comes.t__SGB4577	0	0	0	0	2.93818e-05	0
ARO-PWY: chorismate biosynthesis I|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	2.1667e-05	0
ARO-PWY: chorismate biosynthesis I|s__Dorea_longicatena.t__SGB4582	0	0	0	1.53626e-05	4.35516e-05	0
ARO-PWY: chorismate biosynthesis I|s__Dorea_sp_AF24_7LB.t__SGB4571	0	0	0	0	1.2218e-05	0
ARO-PWY: chorismate biosynthesis I|s__Escherichia_coli.t__SGB10068	0	0	5.0054e-05	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	2.7038e-05	0	1.71509e-05
ARO-PWY: chorismate biosynthesis I|s__Faecalibacterium_SGB15346.t__SGB15346	0	8.63324e-06	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Faecalibacterium_prausnitzii.t__SGB15318	0	1.25636e-05	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	3.41089e-05
ARO-PWY: chorismate biosynthesis I|s__GGB3256_SGB4303.t__SGB4303	0	0	0	0	2.03768e-05	0
ARO-PWY: chorismate biosynthesis I|s__GGB3304_SGB4365.t__SGB4365	2.76017e-05	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__GGB9059_SGB13976.t__SGB13976	0	6.41287e-05	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__GGB9342_SGB14306.t__SGB14306	0	0	3.73865e-05	0	0	0
ARO-PWY: chorismate biosynthesis I|s__GGB9634_SGB15095.t__SGB15095	9.20684e-05	1.36433e-05	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__GGB9635_SGB15103.t__SGB15103	0	1.15286e-05	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__GGB9635_SGB15106.t__SGB15106	0	1.49519e-05	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__GGB9636_SGB15107.t__SGB15107	0	2.09139e-05	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__GGB9708_SGB15234.t__SGB15234	1.45213e-05	6.21277e-05	3.33681e-05	0	0	0
ARO-PWY: chorismate biosynthesis I|s__GGB9715_SGB15267.t__SGB15267	0	0	8.22268e-05	0	0	0
ARO-PWY: chorismate biosynthesis I|s__GGB9758_SGB15368.t__SGB15368	0	0	6.95482e-06	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Gemmiger_SGB15295.t__SGB15295	0	0	0	0	0	9.62605e-06
ARO-PWY: chorismate biosynthesis I|s__Klebsiella_pneumoniae.t__SGB10115	0.000155114	0.000125297	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.74785e-05	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Oscillibacter_sp_ER4.t__SGB15254	0	7.66033e-06	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Oscillospiraceae_unclassified_SGB15256.t__SGB15256	2.58647e-05	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	3.97725e-05	0	0
ARO-PWY: chorismate biosynthesis I|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	5.95293e-05	6.93803e-06	6.81643e-05
ARO-PWY: chorismate biosynthesis I|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	1.21261e-05	0
ARO-PWY: chorismate biosynthesis I|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	4.56125e-05	0
ARO-PWY: chorismate biosynthesis I|s__Ruthenibacterium_lactatiformans.t__SGB15271	1.40803e-05	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	2.0381e-05	1.71331e-05	0
ARO-PWY: chorismate biosynthesis I|s__Vescimonas_coprocola.t__SGB15089	0	0	2.42044e-05	0	0	0
ARO-PWY: chorismate biosynthesis I|unclassified	0.000101844	9.80949e-05	6.42958e-05	4.16269e-05	0.000136062	0.00011199
AST-PWY: L-arginine degradation II (AST pathway)|s__Escherichia_coli.t__SGB10068	0	0	3.85377e-05	0	0	0
AST-PWY: L-arginine degradation II (AST pathway)|s__Klebsiella_pneumoniae.t__SGB10115	0.000263283	0.00023454	0	0	0	0
AST-PWY: L-arginine degradation II (AST pathway)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	2.51259e-05	0	0	0	0
AST-PWY: L-arginine degradation II (AST pathway)|unclassified	3.22631e-05	0	0	0	0	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|s__Escherichia_coli.t__SGB10068	0	0	6.43122e-05	0	0	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|s__Klebsiella_pneumoniae.t__SGB10115	0.000208374	0.000170133	0	0	0	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.1652e-05	0	0	0	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|unclassified	2.58676e-05	3.20869e-05	3.65529e-05	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Akkermansia_muciniphila.t__SGB9226	0	0	4.76877e-05	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Alistipes_onderdonkii.t__SGB2303	0	0	6.56736e-05	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Alistipes_shahii.t__SGB2295	0	0	1.34538e-05	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	4.15196e-05	5.40969e-05	4.91464e-05
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	7.05959e-05	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Bacteroides_uniformis.t__SGB1836	0	0	1.65493e-05	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	0.000160755
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Blautia_faecis.t__SGB4820	0	0	0	2.33138e-05	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Blautia_massiliensis.t__SGB4826	0	0	0	1.83325e-05	2.15696e-05	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Blautia_obeum.t__SGB4811	0	0	0	2.38875e-05	3.55537e-05	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	4.95229e-06	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Blautia_wexlerae.t__SGB4837	0	0	0	0.000100107	2.35118e-05	8.14295e-05
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Coprococcus_comes.t__SGB4577	0	0	0	0	3.73188e-05	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	2.95892e-05	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Dorea_longicatena.t__SGB4582	0	0	0	2.47849e-05	5.57141e-05	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Escherichia_coli.t__SGB10068	0	0	9.3967e-05	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	1.78455e-05	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Faecalibacterium_SGB15346.t__SGB15346	0	5.41229e-06	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Faecalibacterium_prausnitzii.t__SGB15318	0	7.66645e-06	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Faecalicatena_fissicatena.t__SGB4871	0	0	0	0	1.63546e-05	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__GGB3256_SGB4303.t__SGB4303	0	0	0	0	2.05137e-05	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Klebsiella_pneumoniae.t__SGB10115	0.000134597	0.00010048	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.46427e-05	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Lacrimispora_celerecrescens.t__SGB4868	0	0	0	0	5.6136e-06	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	4.19687e-05	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	6.28083e-05	2.86587e-05	6.93405e-05
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	1.55236e-05	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	3.21289e-05	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	0	2.29315e-05	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|unclassified	9.7286e-05	8.03787e-05	7.07692e-05	4.35834e-05	0.000142505	0.000120752
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	6.27471e-05	7.92237e-05	6.47341e-05
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	6.50613e-05	1.2757e-05	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Bacteroides_stercoris.t__SGB1830	0	0	3.65408e-06	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Bacteroides_uniformis.t__SGB1836	0	0	9.20964e-06	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Blautia_faecis.t__SGB4820	0	0	0	6.29328e-05	8.97295e-06	1.89534e-05
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Blautia_massiliensis.t__SGB4826	0	0	0	2.00094e-05	1.92618e-05	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Blautia_obeum.t__SGB4811	0	0	0	3.45064e-05	4.74056e-05	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	6.0723e-06	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	1.0312e-05	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Blautia_wexlerae.t__SGB4837	0	0	0	0.000242972	2.86104e-06	0.000133104
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Clostridiaceae_bacterium_Marseille_Q4149.t__SGB15091	7.18845e-05	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	4.36644e-05	4.8038e-05
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Comamonas_kerstersii.t__SGB12676	4.61483e-05	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Coprococcus_comes.t__SGB4577	0	0	0	0	2.52886e-05	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	2.38436e-05	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Dorea_longicatena.t__SGB4582	0	0	0	2.1559e-05	6.10755e-05	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Escherichia_coli.t__SGB10068	0	0	7.98899e-05	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	3.39552e-05
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__GGB9345_SGB14311.t__SGB14311	0	1.59617e-05	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__GGB9694_SGB15204.t__SGB15204	0	5.30204e-06	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__GGB9708_SGB15234.t__SGB15234	1.91237e-05	4.04676e-05	3.70894e-05	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Klebsiella_pneumoniae.t__SGB10115	0.000333331	0.000259072	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Klebsiella_quasipneumoniae.t__SGB10112	0	2.91571e-05	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Phocaeicola_vulgatus.t__SGB1814	0	9.59685e-06	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	3.9881e-05	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	7.12832e-05	2.55039e-05	6.44391e-05
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	1.86683e-05	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	5.04319e-05	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	0.000109278	8.1584e-05	9.9214e-05	6.49344e-05	0.000152391	8.92425e-05
CARNMET-PWY: L-carnitine degradation I|s__Escherichia_coli.t__SGB10068	0	0	7.17221e-05	0	0	0
CARNMET-PWY: L-carnitine degradation I|unclassified	2.47071e-05	0	0	0	0	0
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate|s__Klebsiella_pneumoniae.t__SGB10115	0.000117328	8.49065e-05	0	0	0	0
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.00872e-05	0	0	0	0
CENTFERM-PWY: pyruvate fermentation to butanoate|unclassified	2.42866e-05	8.63541e-06	0	0	0	1.91197e-05
CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)|unclassified	0	8.68904e-06	0	0	0	0
CITRULBIO-PWY: L-citrulline biosynthesis|s__Klebsiella_pneumoniae.t__SGB10115	0.000129079	0.000100378	0	0	0	0
CITRULBIO-PWY: L-citrulline biosynthesis|s__Klebsiella_quasipneumoniae.t__SGB10112	0	2.29819e-05	0	0	0	0
CITRULBIO-PWY: L-citrulline biosynthesis|unclassified	9.78638e-05	1.62088e-05	6.55148e-05	1.10247e-05	1.2896e-05	2.9765e-05
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Akkermansia_muciniphila.t__SGB9226	0	0	3.68177e-05	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Alistipes_communis.t__SGB2290	0	5.96828e-06	1.53216e-05	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Alistipes_onderdonkii.t__SGB2303	6.73663e-06	0	5.91753e-05	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Alistipes_putredinis.t__SGB2318	0	0	3.44415e-05	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Alistipes_shahii.t__SGB2295	0	1.40519e-05	3.35599e-05	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	3.64198e-05	4.54693e-05	4.32534e-05
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	7.54522e-05	1.85777e-05	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Bifidobacterium_longum.t__SGB17248	0	0	0	1.44536e-05	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	0.0001705
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Blautia_faecis.t__SGB4820	0	0	0	1.1746e-05	8.57975e-06	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Blautia_massiliensis.t__SGB4826	0	0	0	2.02108e-05	1.18676e-05	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Blautia_obeum.t__SGB4811	0	0	0	2.40296e-05	2.12029e-05	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	6.46979e-06	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	4.50127e-06	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Blautia_wexlerae.t__SGB4837	0	0	0	0.000118913	2.02488e-05	7.5146e-05
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Clostridiaceae_bacterium_Marseille_Q4149.t__SGB15091	1.71539e-05	0	0	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	4.44222e-05	4.15183e-05
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Collinsella_intestinalis.t__SGB14741	0	0	0	1.98544e-05	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Comamonas_kerstersii.t__SGB12676	3.19303e-05	0	1.42309e-05	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Coprococcus_comes.t__SGB4577	0	0	0	0	9.6967e-06	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	1.88324e-05	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Dorea_longicatena.t__SGB4582	0	0	0	1.89687e-05	3.86064e-05	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Dorea_sp_AF24_7LB.t__SGB4571	0	0	0	0	2.98544e-05	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Escherichia_coli.t__SGB10068	0	0	6.17477e-05	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Faecalibacillus_faecis.t__SGB6750	0	0	0	0	6.22208e-06	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	3.38291e-05	0	1.47396e-05
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Faecalibacterium_SGB15346.t__SGB15346	0	6.11537e-06	0	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Faecalibacterium_prausnitzii.t__SGB15318	0	1.14332e-05	0	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Faecalicatena_fissicatena.t__SGB4871	0	0	0	0	1.50808e-05	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	5.59408e-05
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__GGB3256_SGB4303.t__SGB4303	0	0	0	0	1.42361e-05	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__GGB3304_SGB4365.t__SGB4365	1.99155e-05	0	0	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__GGB9059_SGB13976.t__SGB13976	0	7.86219e-05	0	0	0	0
