# Pathway HUMAnN v4.0.0.alpha.1	C1	C2	C3	Y1	Y2	Y3
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	28.9284677252	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	65.4199194832	8.2131251729	77.2516616988
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	30.1445554596	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	22.2082880291	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	0	20.9229378801	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	94.9175179152	88.0833881534	79.3189786944	39.2751077642	131.6339548494	125.0398830358
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	420.4665415109	424.5654550995	608.9477247811	612.1953556056	705.4615451896	624.5864840555
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Akkermansia_muciniphila.t__SGB9226	0	18.7852945227	53.2178256231	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	29.7373562801	35.8526366662	50.6642332150
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	66.6532553662	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Bifidobacterium_longum.t__SGB17248	0	0	0	10.4923750568	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	101.2934885811
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Blautia_faecis.t__SGB4820	0	0	0	20.0368912545	17.3075794590	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Blautia_massiliensis.t__SGB4826	0	0	0	24.3373969784	14.7415604306	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Blautia_obeum.t__SGB4811	0	0	0	23.2320774958	25.8029383360	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	7.7060902646	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	7.9275960383	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Blautia_wexlerae.t__SGB4837	0	0	0	121.6660294330	22.2863578809	63.4454746446
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	53.5066282773	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Comamonas_kerstersii.t__SGB12676	65.1436847646	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Coprococcus_comes.t__SGB4577	0	0	0	0	29.9696042568	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	13.2670444537	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Dorea_longicatena.t__SGB4582	0	0	0	33.7434758408	56.0259888793	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Dorea_sp_AF24_7LB.t__SGB4571	0	0	0	0	20.9130262108	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Escherichia_coli.t__SGB10068	0	0	70.1425776127	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	21.3300952199	0	16.9815537303
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Faecalibacterium_prausnitzii.t__SGB15318	0	12.3724307288	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Faecalicatena_fissicatena.t__SGB4871	0	0	0	0	16.0641162039	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	24.5519647960
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__GGB3304_SGB4365.t__SGB4365	20.1634519924	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__GGB9708_SGB15234.t__SGB15234	29.7808560245	68.1772894991	37.6562583300	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__GGB9715_SGB15267.t__SGB15267	0	0	173.8259870015	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Gemmiger_SGB15295.t__SGB15295	0	0	10.6020492154	0	0	15.6048263573
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Klebsiella_pneumoniae.t__SGB10115	138.1762688883	93.5279658318	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	17.5809116129	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	31.4172373392	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	80.4593644011	19.9708865637	86.1377340140
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	31.8709708957	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	15.6878383917	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	0	22.5392273046	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified	95.8091301350	89.1834572023	85.2878095877	28.5242496655	136.8775034791	134.2673491560
ARO-PWY: chorismate biosynthesis I	809.2410700891	727.5438113078	688.3792290167	649.4198292836	652.7370404319	624.6173287499
ARO-PWY: chorismate biosynthesis I|s__Akkermansia_muciniphila.t__SGB9226	0	0	33.4913502048	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Alistipes_onderdonkii.t__SGB2303	11.9207963711	0	56.1295369073	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Alistipes_shahii.t__SGB2295	0	12.2286169046	29.2070386920	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	32.2908661291	33.1459001370	33.9815449807
ARO-PWY: chorismate biosynthesis I|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	98.3406625808	14.2883962140	0
ARO-PWY: chorismate biosynthesis I|s__Bacteroides_stercoris.t__SGB1830	0	0	18.1409829562	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Bacteroides_uniformis.t__SGB1836	0	0	40.3207752190	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Bifidobacterium_longum.t__SGB17248	0	0	0	24.2225793966	0	0
ARO-PWY: chorismate biosynthesis I|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	134.9663772282
ARO-PWY: chorismate biosynthesis I|s__Blautia_faecis.t__SGB4820	0	0	0	26.5201097679	0	0
ARO-PWY: chorismate biosynthesis I|s__Blautia_massiliensis.t__SGB4826	0	0	0	21.6838023171	17.3932012891	0
ARO-PWY: chorismate biosynthesis I|s__Blautia_obeum.t__SGB4811	0	0	0	32.8641733602	30.9857883602	0
ARO-PWY: chorismate biosynthesis I|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	2.7480759838	0
ARO-PWY: chorismate biosynthesis I|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	4.3263669995	0
ARO-PWY: chorismate biosynthesis I|s__Blautia_wexlerae.t__SGB4837	0	0	0	122.9637077407	10.7078832611	90.4369425110
ARO-PWY: chorismate biosynthesis I|s__Cloacibacillus_porcorum.t__SGB15507	0	8.8718948648	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Clostridiaceae_bacterium_Marseille_Q4149.t__SGB15091	92.3424813309	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	45.2849149476	0
ARO-PWY: chorismate biosynthesis I|s__Comamonas_kerstersii.t__SGB12676	54.7690768192	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Coprococcus_comes.t__SGB4577	0	0	0	0	27.9270357978	0
ARO-PWY: chorismate biosynthesis I|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	20.5942317693	0
ARO-PWY: chorismate biosynthesis I|s__Dorea_longicatena.t__SGB4582	0	0	0	15.0642958094	41.3952062526	0
ARO-PWY: chorismate biosynthesis I|s__Dorea_sp_AF24_7LB.t__SGB4571	0	0	0	0	11.6130982635	0
ARO-PWY: chorismate biosynthesis I|s__Escherichia_coli.t__SGB10068	0	0	58.1574985371	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	26.5129005706	0	17.1172590834
ARO-PWY: chorismate biosynthesis I|s__Faecalibacterium_SGB15346.t__SGB15346	0	10.4153628270	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Faecalibacterium_prausnitzii.t__SGB15318	0	15.1570296729	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	34.0420667878
ARO-PWY: chorismate biosynthesis I|s__GGB3256_SGB4303.t__SGB4303	0	0	0	0	19.3679136339	0
ARO-PWY: chorismate biosynthesis I|s__GGB3304_SGB4365.t__SGB4365	34.7611290228	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__GGB9059_SGB13976.t__SGB13976	0	77.3665089730	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__GGB9342_SGB14306.t__SGB14306	0	0	43.4392297336	0	0	0
ARO-PWY: chorismate biosynthesis I|s__GGB9634_SGB15095.t__SGB15095	115.9494178654	16.4595772376	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__GGB9635_SGB15103.t__SGB15103	0	13.9083452961	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__GGB9635_SGB15106.t__SGB15106	0	18.0383149649	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__GGB9636_SGB15107.t__SGB15107	0	25.2310726522	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__GGB9708_SGB15234.t__SGB15234	18.2878956288	74.9524255150	38.7702722901	0	0	0
ARO-PWY: chorismate biosynthesis I|s__GGB9715_SGB15267.t__SGB15267	0	0	95.5389774863	0	0	0
ARO-PWY: chorismate biosynthesis I|s__GGB9758_SGB15368.t__SGB15368	0	0	8.0807739106	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Gemmiger_SGB15295.t__SGB15295	0	0	0	0	0	9.6071894326
ARO-PWY: chorismate biosynthesis I|s__Klebsiella_pneumoniae.t__SGB10115	195.3474606061	151.1619763844	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Klebsiella_quasipneumoniae.t__SGB10112	0	21.0864654074	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Oscillibacter_sp_ER4.t__SGB15254	0	9.2416121743	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Oscillospiraceae_unclassified_SGB15256.t__SGB15256	32.5735902062	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	39.0000999113	0	0
ARO-PWY: chorismate biosynthesis I|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	58.3733028018	6.5945119935	68.0307827680
ARO-PWY: chorismate biosynthesis I|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	11.5256862691	0
ARO-PWY: chorismate biosynthesis I|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	43.3541147207	0
ARO-PWY: chorismate biosynthesis I|s__Ruthenibacterium_lactatiformans.t__SGB15271	17.7324528975	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	19.9851887202	16.2847963260	0
ARO-PWY: chorismate biosynthesis I|s__Vescimonas_coprocola.t__SGB15089	0	0	28.1229981992	0	0	0
ARO-PWY: chorismate biosynthesis I|unclassified	128.2603315788	118.3441719517	74.7049426706	40.8184983020	129.3248028070	111.7703048208
AST-PWY: L-arginine degradation II (AST pathway)	369.8454783064	347.8081880534	59.8191702725	0	0	0
AST-PWY: L-arginine degradation II (AST pathway)|s__Escherichia_coli.t__SGB10068	0	0	44.7767406304	0	0	0
AST-PWY: L-arginine degradation II (AST pathway)|s__Klebsiella_pneumoniae.t__SGB10115	331.5743748665	282.9553262445	0	0	0	0
AST-PWY: L-arginine degradation II (AST pathway)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	30.3125216056	0	0	0	0
AST-PWY: L-arginine degradation II (AST pathway)|unclassified	40.6315930725	0	0	0	0	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	432.8643429783	328.7779999090	362.9558292885	0	116.7637415575	144.8949067994
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|s__Escherichia_coli.t__SGB10068	0	0	74.7240681511	0	0	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|s__Klebsiella_pneumoniae.t__SGB10115	262.4229982842	205.2532185347	0	0	0	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|s__Klebsiella_quasipneumoniae.t__SGB10112	0	14.0572478312	0	0	0	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|unclassified	32.5771611123	38.7104892905	42.4706162315	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	439.1988649602	461.9965142559	553.0926933107	631.3529418020	817.9782873582	765.7915211507
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Akkermansia_muciniphila.t__SGB9226	0	0	55.4080737168	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Alistipes_onderdonkii.t__SGB2303	0	0	76.3058629840	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Alistipes_shahii.t__SGB2295	0	0	15.6318930859	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	40.7132601811	51.4184370698	49.0501625552
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	69.2249365495	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Bacteroides_uniformis.t__SGB1836	0	0	19.2285033220	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	160.4397143309
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Blautia_faecis.t__SGB4820	0	0	0	22.8610666638	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Blautia_massiliensis.t__SGB4826	0	0	0	17.9764438672	20.5016138356	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Blautia_obeum.t__SGB4811	0	0	0	23.4236018571	33.7933314765	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	4.7070846112	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Blautia_wexlerae.t__SGB4837	0	0	0	98.1629450407	22.3476469067	81.2699923171
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Coprococcus_comes.t__SGB4577	0	0	0	0	35.4710418338	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	28.1241434541	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Dorea_longicatena.t__SGB4582	0	0	0	24.3035806840	52.9555411511	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Escherichia_coli.t__SGB10068	0	0	109.1797859499	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	17.4989091075	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Faecalibacterium_SGB15346.t__SGB15346	0	6.5295222955	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Faecalibacterium_prausnitzii.t__SGB15318	0	9.2490024432	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Faecalicatena_fissicatena.t__SGB4871	0	0	0	0	15.5448121439	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__GGB3256_SGB4303.t__SGB4303	0	0	0	0	19.4979926210	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Klebsiella_pneumoniae.t__SGB10115	169.5088605019	121.2219056865	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Klebsiella_quasipneumoniae.t__SGB10112	0	17.6653333523	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Lacrimispora_celerecrescens.t__SGB4868	0	0	0	0	5.3356557120	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	41.1536358442	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	61.5886165536	27.2396955450	69.2046980899
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	14.7550217598	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	30.5381214028	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	0	21.7960980553	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|unclassified	122.5202836423	96.9709129970	82.2264289052	42.7370018868	135.4492664074	120.5156323638
CALVIN-PWY: Calvin-Benson-Bassham cycle	991.8899448434	856.7890191480	661.1843770952	899.9686379389	830.9032177856	693.1303230960
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	61.5285886154	75.3011212507	64.6072435483
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	63.7977850269	12.1254041220	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Bacteroides_stercoris.t__SGB1830	0	0	4.2456639619	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Bacteroides_uniformis.t__SGB1836	0	0	10.7006391592	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Blautia_faecis.t__SGB4820	0	0	0	61.7106353171	8.5286684349	18.9162699975
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Blautia_massiliensis.t__SGB4826	0	0	0	19.6207877521	18.3081065340	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Blautia_obeum.t__SGB4811	0	0	0	33.8362763407	45.0583671867	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	5.7716400620	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	9.8014125733	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Blautia_wexlerae.t__SGB4837	0	0	0	238.2538050971	2.7193830438	132.8432933386
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Clostridiaceae_bacterium_Marseille_Q4149.t__SGB15091	90.5301304734	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	41.5024168488	47.9439433361
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Comamonas_kerstersii.t__SGB12676	58.1183586792	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Coprococcus_comes.t__SGB4577	0	0	0	0	24.0364741353	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	22.6630145112	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Dorea_longicatena.t__SGB4582	0	0	0	21.1402989659	58.0514747553	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Escherichia_coli.t__SGB10068	0	0	92.8236851873	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	33.8887186478
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__GGB9345_SGB14311.t__SGB14311	0	19.2566271743	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__GGB9694_SGB15204.t__SGB15204	0	6.3965196041	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__GGB9708_SGB15234.t__SGB15234	24.0841018146	48.8210844277	43.0939567742	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Klebsiella_pneumoniae.t__SGB10115	419.7915755735	312.5507657426	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Klebsiella_quasipneumoniae.t__SGB10112	0	35.1758192782	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Phocaeicola_vulgatus.t__SGB1814	0	11.5778841153	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	39.1065550714	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	69.8988490986	24.2411642185	64.3128537043
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	17.7439959805	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	47.9348213443	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	137.6227656322	98.4250470547	115.2762728601	63.6733806125	144.8457646609	89.0676780969
CARNMET-PWY: L-carnitine degradation I	31.1157245265	0	83.3335478972	0	0	0
CARNMET-PWY: L-carnitine degradation I|s__Escherichia_coli.t__SGB10068	0	0	83.3335478972	0	0	0
CARNMET-PWY: L-carnitine degradation I|unclassified	31.1157245265	0	0	0	0	0
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	152.3028264046	117.2602656788	0	0	0	0
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate|s__Klebsiella_pneumoniae.t__SGB10115	147.7606877825	102.4333126968	0	0	0	0
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate|s__Klebsiella_quasipneumoniae.t__SGB10112	0	12.1695038030	0	0	0	0
CENTFERM-PWY: pyruvate fermentation to butanoate	146.3874753485	138.2029116835	85.3357983409	0	0	91.2529480070
CENTFERM-PWY: pyruvate fermentation to butanoate|unclassified	30.5861780546	10.4179792446	0	0	0	19.0822263436
CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	26.7026462282	41.9258681496	0	0	0	0
CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)|unclassified	0	10.4826782471	0	0	0	0
CITRULBIO-PWY: L-citrulline biosynthesis	407.7405218131	304.8804720803	232.4034421793	11.6858558914	12.7901195112	35.3105669365
CITRULBIO-PWY: L-citrulline biosynthesis|s__Klebsiella_pneumoniae.t__SGB10115	162.5599952384	121.0991284084	0	0	0	0
CITRULBIO-PWY: L-citrulline biosynthesis|s__Klebsiella_quasipneumoniae.t__SGB10112	0	27.7259333497	0	0	0	0
CITRULBIO-PWY: L-citrulline biosynthesis|unclassified	123.2479552647	19.5546635820	76.1213951461	10.8105744182	12.2575148103	29.7066789148
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	627.7830114341	659.7216772335	594.5228057457	467.5254414888	526.7798321223	577.9165771541
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Akkermansia_muciniphila.t__SGB9226	0	0	42.7783334122	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Alistipes_communis.t__SGB2290	0	7.2002880115	17.8021225608	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Alistipes_onderdonkii.t__SGB2303	8.4839915160	0	68.7555339960	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Alistipes_putredinis.t__SGB2318	0	0	40.0174435010	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Alistipes_shahii.t__SGB2295	0	16.9525731584	38.9930369577	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	35.7125364877	43.2179880274	43.1686430834
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	73.9869202828	17.6578167371	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Bifidobacterium_longum.t__SGB17248	0	0	0	14.1728672961	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	170.1661183918
