Taxonomy	A17	B22	EA48	EB01	EB02	EB13	EB17	G01	M01	P01	P22	YA04	YA23	YB31	YB43	YB54	YB56	Z16
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halarchaeum|s__Halarchaeum_sp._CBA1220	84	3	1	2	1	0	0	2	4	4	5	0	0	0	0	1	0	4
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium_hubeiense	4	4	13	7	1	0	2	18	1	12	1	3	5	0	0	0	3	3
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium_litoreum	0	44	6	2	9	0	0	7	23	10	1	0	0	0	0	0	0	6
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium_noricense	0	6	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium_salinarum	0	0	0	0	0	0	10	0	0	0	0	0	5	0	0	0	3	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium_sp._GSL-19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium_wangiae	0	5	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium_zhouii	0	12	3	2	0	1	2	12	17	11	20	0	0	1	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halodesulfurarchaeum|s__Halodesulfurarchaeum_formicicum	4	17	7	1	7	0	5	3	9	26	24	0	0	7	0	1	3	49
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Salarchaeum|s__Salarchaeum_japonicum	0	1	4	10	2	7	11	16	3	1	1	11	20	30	0	0	54	4
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Salarchaeum|s__Salarchaeum_sp._JOR-1	0	4	5	0	0	0	1	0	1	47	4	0	0	0	0	7	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halococcaceae|g__Halalkalicoccus|s__Halalkalicoccus_jeotgali	0	1	2	0	0	0	0	0	0	0	2	1	0	4	0	3	0	4
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halococcaceae|g__Halococcus|s__Halococcus_dombrowskii	1	1	4	3	0	1	0	0	1	1	3	0	0	0	0	0	0	1
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halococcaceae|g__Halococcus|s__Halococcus_qingdaonensis	0	0	0	0	0	1	0	1	0	1	4	0	0	0	0	2	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Natronoarchaeaceae|g__Natranaeroarchaeum|s__Natranaeroarchaeum_sulfidigenes	0	1	16	1	2	0	16	3	3	4	0	13	7	0	48	1	6	4
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Natronoarchaeaceae|g__Salinarchaeum|s__Salinarchaeum_laminariae	3	3	4	0	2	0	1	0	1	0	4	2	2	0	0	4	1	15
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Natronoarchaeaceae|g__Salinarchaeum|s__Salinarchaeum_sp._Harcht-Bsk1	12	4	0	3	0	0	1	0	2	3	4	1	0	0	0	24	0	4
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Natronoarchaeaceae|g__Salinarchaeum|s__Salinarchaeum_sp._IM2453	0	0	2	2	0	6	8	1	1	0	0	1	10	35	60	10	2	1
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halalkaliarchaeum|s__Halalkaliarchaeum_desulfuricum	0	1	3	0	0	1	1	1	3	24	3	0	2	2	4	4	0	3
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halalkaliarchaeum|s__Halalkaliarchaeum_sp._AArc-CO	2	76	2	0	1	1	0	5	1	10	21	0	0	5	0	1	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halobaculum|s__Halobaculum_halophilum	2	1	2	0	3	0	1	1	0	1	5	1	0	1	0	0	7	2
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halobaculum|s__Halobaculum_magnesiiphilum	0	0	0	1	1	0	1	0	0	0	0	0	0	4	0	0	0	2
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halobaculum|s__Halobaculum_roseum	0	0	0	2	0	0	1	0	0	1	1	0	0	0	0	8	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halobaculum|s__Halobaculum_rubrum	0	3	7	1	0	2	0	0	2	1	1	0	1	2	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halobaculum|s__Halobaculum_salinum	2	3	2	0	0	0	0	0	3	1	0	0	0	2	0	2	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halobaculum|s__Halobaculum_sp._CBA1158	0	1	6	2	0	2	0	2	0	2	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halobaculum|s__Halobaculum_sp._DT31	0	0	0	1	2	0	2	0	2	1	0	2	0	0	0	1	0	1
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halobaculum|s__Halobaculum_sp._DT55	0	0	5	0	1	0	0	1	7	1	2	0	2	9	3	5	2	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halobaculum|s__Halobaculum_sp._DT92	0	3	8	0	0	0	9	1	0	8	3	0	1	1	0	0	0	4
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halobaculum|s__Halobaculum_sp._SYNS20	2	10	6	4	1	0	1	9	13	2	5	0	2	8	0	7	5	3
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halobaculum|s__Halobaculum_sp._XH14	0	2	5	1	2	0	0	10	2	5	3	3	0	0	0	5	1	3
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halobaculum|s__Halobaculum_sp._YSMS11	0	0	0	0	0	0	2	1	0	0	5	1	0	4	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halobellus|s__Halobellus_limi	1	6	3	1	0	0	0	1	17	1	5	0	0	1	0	0	0	3
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halobellus|s__Halobellus_ramosii	0	70	0	11	0	0	0	11	25	0	0	0	0	1	0	0	2	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halobellus|s__Halobellus_sp._DFY28	1	3	0	0	0	0	0	8	0	1	1	0	0	5	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloferax|s__Haloferax_alexandrinus	0	0	8	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloferax|s__Haloferax_gibbonsii	0	0	0	1	0	0	0	2	0	4	1	0	1	2	0	0	0	1
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloferax|s__Haloferax_larsenii	0	1	29	0	0	0	1	1	1	1	0	0	0	2	0	0	0	1
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloferax|s__Haloferax_mediterranei	4	0	1	0	0	2	0	0	0	2	0	0	0	3	0	0	1	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloferax|s__Haloferax_volcanii	0	1	0	0	0	0	0	1	2	2	0	0	4	0	0	0	0	2
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halogeometricum|s__Halogeometricum_borinquense	4	6	2	1	3	5	0	3	0	4	1	6	1	15	0	0	9	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halohasta|s__Halohasta_litchfieldiae	0	0	1	2	8	0	10	5	0	3	1	10	20	26	0	6	56	5
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halolamina|s__Halolamina_sp._CBA1230	18	2	3	0	2	0	2	4	5	1	1	0	0	2	1	0	0	67
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halopenitus|s__Halopenitus_persicus	1	0	1	1	2	0	3	0	8	2	4	0	0	2	0	0	1	3
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloplanus|s__Haloplanus_aerogenes	0	0	0	0	0	0	1	0	0	0	1	0	5	1	0	0	4	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloplanus|s__Haloplanus_rubicundus	1	7	0	1	1	0	0	0	6	11	6	2	3	2	0	2	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloplanus|s__Haloplanus_salinarum	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloplanus|s__Haloplanus_sp._GDY1	0	0	0	0	0	0	3	4	1	3	0	0	2	0	0	3	0	2
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloplanus|s__Haloplanus_sp._HW8-1	0	0	0	1	0	0	0	2	1	0	4	0	4	0	0	0	4	2
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloprofundus|s__Haloprofundus_halobius	0	0	0	0	0	0	0	2	0	0	5	0	1	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloprofundus|s__Haloprofundus_salilacus	0	2	17	4	9	0	2	0	8	0	3	0	0	0	0	0	1	6
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloprofundus|s__Haloprofundus_salinisoli	3	2	5	1	0	0	3	0	0	3	1	0	1	3	0	0	4	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloprofundus|s__Haloprofundus_sp._MHR1	0	5	9	3	3	3	3	0	1	0	1	2	2	12	2	6	6	1
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloquadratum|s__Haloquadratum_walsbyi	0	2	1	1	1	3	3	0	0	0	0	3	11	15	0	6	1	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halorubrum|s__Halorubrum_ezzemoulense	0	0	0	0	0	0	0	0	3	0	2	2	2	0	0	0	0	1
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halorubrum|s__Halorubrum_lacusprofundi	1	1	22	5	0	0	5	0	3	2	1	0	0	4	0	5	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halorubrum|s__Halorubrum_ruber	0	1	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halorubrum|s__Halorubrum_salinarum	7	0	1	1	2	0	1	4	0	0	3	0	0	0	0	2	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halorubrum|s__Halorubrum_sp._1-13-28	0	0	3	0	0	0	0	0	0	5	11	0	0	0	0	1	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halorubrum|s__Halorubrum_sp._2020YC2	0	3	2	0	0	0	4	0	0	3	0	0	1	1	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halorubrum|s__Halorubrum_sp._BOL3-1	0	3	4	0	0	2	0	5	2	26	5	0	1	0	0	11	4	3
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halorubrum|s__Halorubrum_sp._CBA1229	14	27	15	6	0	0	2	5	4	4	44	8	0	6	0	0	3	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halorubrum|s__Halorubrum_sp._DM2	0	1	2	0	0	7	1	2	0	5	0	0	6	2	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halorubrum|s__Halorubrum_sp._PV6	0	0	1	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halorubrum|s__Halorubrum_trapanicum	0	1	3	0	0	0	0	11	1	0	0	0	0	0	0	1	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Salinigranum|s__Salinigranum_rubrum	0	0	6	2	0	1	0	8	0	3	4	0	4	7	0	1	3	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Salinigranum|s__Salinigranum_sp._XZGYJ-43	1	0	0	0	0	10	4	1	0	1	6	1	0	0	0	0	3	2
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halobiforma|s__Halobiforma_lacisalsi	1	1	9	3	1	0	1	2	0	3	5	1	20	2	0	6	2	1
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halopiger|s__Halopiger_xanaduensis	7	7	2	0	10	0	0	5	3	1	1	2	0	0	0	5	7	8
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halosolutus|s__Halosolutus_gelatinilyticus	0	5	0	0	3	12	6	1	0	5	2	0	1	6	0	4	3	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halosolutus|s__Halosolutus_halophilus	0	7	18	0	1	2	6	0	3	0	0	0	10	4	11	13	1	1
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halostagnicola|s__Halostagnicola_larsenii	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	3	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Haloterrigena|s__Haloterrigena_alkaliphila	0	0	0	3	2	0	1	2	0	3	0	27	2	4	0	0	0	1
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Haloterrigena|s__Haloterrigena_salifodinae	0	0	3	3	0	1	0	0	2	1	3	2	0	0	0	5	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Haloterrigena|s__Haloterrigena_turkmenica	2	3	2	0	0	1	8	0	4	5	17	0	0	0	1	0	3	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halovivax|s__Halovivax_cerinus	0	2	0	9	0	3	0	0	1	2	21	0	0	0	0	44	18	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halovivax|s__Halovivax_gelatinilyticus	0	2	1	0	2	6	1	0	1	0	0	0	1	0	0	0	0	3
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halovivax|s__Halovivax_limisalsi	0	3	4	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halovivax|s__Halovivax_ruber	0	10	6	1	6	2	4	8	1	24	5	1	2	1	0	0	1	5
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halovivax|s__Halovivax_sp._KZCA124	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halovivax|s__Halovivax_sp._TS33	0	1	2	2	1	2	0	0	1	0	0	1	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrarchaeobaculum|s__Natrarchaeobaculum_aegyptiacum	0	0	0	0	1	14	0	0	0	0	1	0	2	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrarchaeobaculum|s__Natrarchaeobaculum_sulfurireducens	2	0	1	0	0	0	0	2	0	0	0	0	1	0	0	4	0	5
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrarchaeobaculum|s__Natrialbaceae_archaeon_AArc-T1-2	0	0	0	0	0	0	4	0	0	1	0	1	0	0	0	2	0	1
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrialba|s__Natrialba_magadii	0	0	1	0	2	0	0	0	0	0	4	0	0	0	0	4	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natribaculum|s__Natribaculum_luteum	0	0	3	0	0	0	3	0	0	0	0	1	0	0	2	0	0	3
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_caseinilyticum	12	4	0	1	0	1	2	4	0	0	1	1	0	0	0	0	0	1
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_gelatinilyticum	0	3	1	0	0	1	0	1	0	0	48	0	0	0	0	0	0	2
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_halophilum	0	11	3	3	2	0	2	0	0	1	11	0	2	0	0	0	0	4
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_longum	0	0	1	0	0	0	0	0	1	4	1	0	0	1	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_marinum	1	7	9	3	3	0	0	3	9	8	10	0	1	0	0	0	0	1
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_pallidum	0	1	3	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_pellirubrum	0	0	0	1	0	2	0	0	0	2	0	0	0	2	0	0	1	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_salinisoli	1	1	0	2	1	0	4	1	0	0	0	0	4	3	0	0	2	1
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_sp._DC36	0	1	4	0	0	4	1	0	0	0	1	0	4	2	0	5	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_sp._J7-2	0	0	2	0	0	0	0	4	0	1	9	0	0	1	0	3	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_sp._SYSU_A_869	6	0	1	0	0	0	0	0	0	0	1	4	2	0	0	0	2	1
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_thermotolerans	0	0	0	0	0	0	0	0	0	0	3	82	0	1	0	2	1	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_versiforme	1	14	1	1	2	1	0	20	0	0	0	0	0	2	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema_zhouii	1	1	0	0	0	0	0	2	2	5	3	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronobacterium|s__Natronobacterium_gregoryi	0	1	3	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronobeatus|s__Natronobeatus_ordinarius	0	6	3	0	2	0	0	1	0	1	0	1	0	8	0	1	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronococcus|s__Natronococcus_occultus	2	5	5	0	5	0	3	0	1	3	3	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronococcus|s__Natronococcus_sp._AD5	0	5	0	0	0	4	0	4	2	5	3	1	1	5	0	3	5	1
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronococcus|s__Natronococcus_sp._CG52	0	2	5	3	0	0	2	0	0	0	1	0	1	0	0	1	2	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrononativus|s__Natrononativus_amylolyticus	0	2	2	1	1	0	3	0	2	7	2	48	0	1	0	1	0	1
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronorubrum|s__Natronorubrum_aibiense	0	0	1	2	0	2	9	13	0	0	0	0	0	1	0	0	0	2
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronorubrum|s__Natronorubrum_bangense	0	1	3	2	0	0	0	0	1	4	0	0	0	3	0	0	2	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronorubrum|s__Natronorubrum_daqingense	0	2	1	0	0	4	2	0	0	0	1	0	2	1	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronosalvus|s__Natronosalvus_amylolyticus	0	0	11	0	0	0	6	0	1	0	2	0	0	0	1	1	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronosalvus|s__Natronosalvus_caseinilyticus	0	8	3	0	2	0	1	0	2	3	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronosalvus|s__Natronosalvus_halobius	0	3	1	0	0	0	3	1	0	8	5	2	0	0	0	2	0	6
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronosalvus|s__Natronosalvus_rutilus	0	2	0	0	0	0	0	36	2	0	2	0	0	0	0	0	1	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronosalvus|s__Natronosalvus_vescus	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Salinilacihabitans|s__Salinilacihabitans_rarus	4	5	15	10	7	7	1	0	4	1	4	0	1	1	0	5	1	3
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_alkalithermotolerans	0	0	5	6	0	1	4	0	0	0	9	10	10	12	16	6	2	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_congolense	0	5	6	2	0	9	8	0	0	0	0	12	69	6	61	68	3	5
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_ferruginis	2	0	5	7	7	5	16	0	2	0	1	10	2	9	14	6	4	4
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_formicicum	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_lacus	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_paludis	0	4	4	2	11	28	6	0	0	0	0	0	19	16	11	50	0	3
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_sp._CWC-01	0	0	3	0	0	3	1	2	0	0	0	0	0	0	0	0	4	1
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_subterraneum	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_arboriphilus	0	65	2	18	7	1	3	4	5	1	2	3	19	14	1	5	1	9
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_millerae	0	202	1	20	6	3	1	3	5	2	3	0	1	2	0	2	2	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_olleyae	0	22	0	3	5	5	5	2	0	0	5	0	0	7	0	4	0	5
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_ruminantium	1	0	4	0	4	3	3	1	4	1	0	2	0	14	4	6	4	1
